"","hh_id","item_id","l_14_22","l_expenditure","elc_aggr_tier","locality"
"6628",3.001513e+12,"Electricity and other fuels ","Yes",1500,"Tier 0",1
"6629",3.001513e+12,"Mobile phone top-up  or bills","Yes",1000,"Tier 0",1
"6630",3.001513e+12,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",1
"6631",3.001513e+12,"House Rent","No",NA,"Tier 0",1
"6632",3.001513e+12,"Transportation costs ","Yes",2500,"Tier 0",1
"6633",3.001513e+12,"Other recurring monthly expenditure ","No",NA,"Tier 0",1
"6634",3.001513e+12,"Medical/pharmacy expenses ","Yes",5000,"Tier 2",1
"6635",3.001513e+12,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",1500,"Tier 2",1
"6636",3.001513e+12,"Water supply for drinking and other uses ","No",NA,"Tier 2",1
"6637",3.001513e+12,"Electricity and other fuels ","Yes",1500,"Tier 2",1
"6638",3.001513e+12,"Mobile phone top-up  or bills","Yes",2000,"Tier 2",1
"6639",3.001513e+12,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 2",1
"6640",3.001513e+12,"House Rent","No",NA,"Tier 2",1
"6641",3.001513e+12,"Transportation costs ","Yes",2500,"Tier 2",1
"6642",3.001513e+12,"Other recurring monthly expenditure ","No",NA,"Tier 2",1
"6643",3.001513e+12,"Medical/pharmacy expenses ","Yes",5000,"Tier 2",1
"6644",3.001513e+12,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",1000,"Tier 2",1
"6645",3.001513e+12,"Water supply for drinking and other uses ","No",NA,"Tier 2",1
"6646",3.001513e+12,"Electricity and other fuels ","Yes",1500,"Tier 2",1
"6647",3.001513e+12,"Mobile phone top-up  or bills","Yes",1000,"Tier 2",1
"6648",3.001513e+12,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 2",1
"6649",3.001513e+12,"House Rent","No",NA,"Tier 2",1
"6650",3.001513e+12,"Transportation costs ","Yes",2000,"Tier 2",1
"6651",3.001513e+12,"Other recurring monthly expenditure ","No",NA,"Tier 2",1
"6652",3.003502e+12,"Medical/pharmacy expenses ","Yes",3000,"Tier 0",0
"6653",3.003502e+12,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",1000,"Tier 0",0
"6654",3.003502e+12,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6655",3.003502e+12,"Electricity and other fuels ","No",NA,"Tier 0",0
"6656",3.003502e+12,"Mobile phone top-up  or bills","No",NA,"Tier 0",0
"6657",3.003502e+12,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6658",3.003502e+12,"House Rent","No",NA,"Tier 0",0
"6659",3.003502e+12,"Transportation costs ","Yes",2000,"Tier 0",0
"6660",3.003502e+12,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6661",3.003502e+12,"Medical/pharmacy expenses ","Yes",3000,"Tier 3",0
"6662",3.003502e+12,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",3000,"Tier 3",0
"6663",3.003502e+12,"Water supply for drinking and other uses ","No",NA,"Tier 3",0
"6664",3.003502e+12,"Electricity and other fuels ","No",NA,"Tier 3",0
"6665",3.003502e+12,"Mobile phone top-up  or bills","No",NA,"Tier 3",0
"6666",3.003502e+12,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 3",0
"6667",3.003502e+12,"House Rent","No",NA,"Tier 3",0
"6668",3.003502e+12,"Transportation costs ","No",NA,"Tier 3",0
"6669",3.003502e+12,"Other recurring monthly expenditure ","No",NA,"Tier 3",0
"6670",3.003502e+12,"Medical/pharmacy expenses ","Yes",6000,"Tier 0",0
"6671",3.003502e+12,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",1000,"Tier 0",0
"6672",3.003502e+12,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6673",3.003502e+12,"Electricity and other fuels ","No",NA,"Tier 0",0
"6674",3.003502e+12,"Mobile phone top-up  or bills","No",NA,"Tier 0",0
"6675",3.003502e+12,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6676",3.003502e+12,"House Rent","No",NA,"Tier 0",0
"6677",3.003502e+12,"Transportation costs ","Yes",1700,"Tier 0",0
"6678",3.003502e+12,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6679",3.003502e+12,"Medical/pharmacy expenses ","Yes",4500,"Tier 0",0
"6680",3.003502e+12,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",600,"Tier 0",0
"6681",3.003502e+12,"Water supply for drinking and other uses ","Yes",9000,"Tier 0",0
"6682",3.003502e+12,"Electricity and other fuels ","No",NA,"Tier 0",0
"6683",3.003502e+12,"Mobile phone top-up  or bills","No",NA,"Tier 0",0
"6684",3.003502e+12,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6685",3.003502e+12,"House Rent","No",NA,"Tier 0",0
"6686",3.003502e+12,"Transportation costs ","Yes",1000,"Tier 0",0
"6687",3.003502e+12,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6688",3.003502e+12,"Medical/pharmacy expenses ","No",NA,"Tier 0",0
"6689",3.003502e+12,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",150,"Tier 0",0
"6690",3.003502e+12,"Water supply for drinking and other uses ","Yes",600,"Tier 0",0
"6691",3.003502e+12,"Electricity and other fuels ","No",NA,"Tier 0",0
"6692",3.003502e+12,"Mobile phone top-up  or bills","No",NA,"Tier 0",0
"6693",3.003502e+12,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6694",3.003502e+12,"House Rent","No",NA,"Tier 0",0
"6695",3.003502e+12,"Transportation costs ","No",NA,"Tier 0",0
"6696",3.003502e+12,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6697",3.003502e+12,"Medical/pharmacy expenses ","No",NA,"Tier 0",0
"6698",3.003502e+12,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",300,"Tier 0",0
"6699",3.003502e+12,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6700",3.003502e+12,"Electricity and other fuels ","No",NA,"Tier 0",0
"6701",3.003502e+12,"Mobile phone top-up  or bills","No",NA,"Tier 0",0
"6702",3.003502e+12,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6703",3.003502e+12,"House Rent","No",NA,"Tier 0",0
"6704",3.003502e+12,"Transportation costs ","No",NA,"Tier 0",0
"6705",3.003502e+12,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6706",3.003502e+12,"Medical/pharmacy expenses ","No",NA,"Tier 0",0
"6707",3.003502e+12,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",900,"Tier 0",0
"6708",3.003502e+12,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6709",3.003502e+12,"Electricity and other fuels ","No",NA,"Tier 0",0
"6710",3.003502e+12,"Mobile phone top-up  or bills","No",NA,"Tier 0",0
"6711",3.003502e+12,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6712",3.003502e+12,"House Rent","No",NA,"Tier 0",0
"6713",3.003502e+12,"Transportation costs ","No",NA,"Tier 0",0
"6714",3.003502e+12,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6715",3.003502e+12,"Medical/pharmacy expenses ","No",NA,"Tier 0",0
"6716",3.003502e+12,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",650,"Tier 0",0
"6717",3.003502e+12,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6718",3.003502e+12,"Electricity and other fuels ","No",NA,"Tier 0",0
"6719",3.003502e+12,"Mobile phone top-up  or bills","No",NA,"Tier 0",0
"6720",3.003502e+12,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6721",3.003502e+12,"House Rent","No",NA,"Tier 0",0
"6722",3.003502e+12,"Transportation costs ","Yes",900,"Tier 0",0
"6723",3.003502e+12,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6724",3.003502e+12,"Medical/pharmacy expenses ","Yes",2400,"Tier 3",0
"6725",3.003502e+12,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","No",NA,"Tier 3",0
"6726",3.003502e+12,"Water supply for drinking and other uses ","No",NA,"Tier 3",0
"6727",3.003502e+12,"Electricity and other fuels ","No",NA,"Tier 3",0
"6728",3.003502e+12,"Mobile phone top-up  or bills","No",NA,"Tier 3",0
"6729",3.003502e+12,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 3",0
"6730",3.003502e+12,"House Rent","No",NA,"Tier 3",0
"6731",3.003502e+12,"Transportation costs ","No",NA,"Tier 3",0
"6732",3.003502e+12,"Other recurring monthly expenditure ","No",NA,"Tier 3",0
"6733",3.003502e+12,"Medical/pharmacy expenses ","No",NA,"Tier 0",0
"6734",3.003502e+12,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","No",NA,"Tier 0",0
"6735",3.003502e+12,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6736",3.003502e+12,"Electricity and other fuels ","No",NA,"Tier 0",0
"6737",3.003502e+12,"Mobile phone top-up  or bills","No",NA,"Tier 0",0
"6738",3.003502e+12,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6739",3.003502e+12,"House Rent","No",NA,"Tier 0",0
"6740",3.003502e+12,"Transportation costs ","No",NA,"Tier 0",0
"6741",3.003502e+12,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6742",3.003502e+12,"Medical/pharmacy expenses ","No",NA,"Tier 0",0
"6743",3.003502e+12,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","No",NA,"Tier 0",0
"6744",3.003502e+12,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6745",3.003502e+12,"Electricity and other fuels ","No",NA,"Tier 0",0
"6746",3.003502e+12,"Mobile phone top-up  or bills","No",NA,"Tier 0",0
"6747",3.003502e+12,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6748",3.003502e+12,"House Rent","No",NA,"Tier 0",0
"6749",3.003502e+12,"Transportation costs ","No",NA,"Tier 0",0
"6750",3.003502e+12,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6751",3.003502e+12,"Medical/pharmacy expenses ","Yes",5000,"Tier 3",0
"6752",3.003502e+12,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",1500,"Tier 3",0
"6753",3.003502e+12,"Water supply for drinking and other uses ","No",NA,"Tier 3",0
"6754",3.003502e+12,"Electricity and other fuels ","Yes",3000,"Tier 3",0
"6755",3.003502e+12,"Mobile phone top-up  or bills","Yes",2500,"Tier 3",0
"6756",3.003502e+12,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 3",0
"6757",3.003502e+12,"House Rent","No",NA,"Tier 3",0
"6758",3.003502e+12,"Transportation costs ","Yes",1000,"Tier 3",0
"6759",3.003502e+12,"Other recurring monthly expenditure ","No",NA,"Tier 3",0
"6760",3.003502e+12,"Medical/pharmacy expenses ","Yes",500,"Tier 3",0
"6761",3.003502e+12,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",1000,"Tier 3",0
"6762",3.003502e+12,"Water supply for drinking and other uses ","No",NA,"Tier 3",0
"6763",3.003502e+12,"Electricity and other fuels ","Yes",1200,"Tier 3",0
"6764",3.003502e+12,"Mobile phone top-up  or bills","Yes",2000,"Tier 3",0
"6765",3.003502e+12,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 3",0
"6766",3.003502e+12,"House Rent","No",NA,"Tier 3",0
"6767",3.003502e+12,"Transportation costs ","Yes",4000,"Tier 3",0
"6768",3.003502e+12,"Other recurring monthly expenditure ","No",NA,"Tier 3",0
"6769",3.003502e+12,"Medical/pharmacy expenses ","Yes",500,"Tier 0",0
"6770",3.003502e+12,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",2000,"Tier 0",0
"6771",3.003502e+12,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6772",3.003502e+12,"Electricity and other fuels ","Yes",3000,"Tier 0",0
"6773",3.003502e+12,"Mobile phone top-up  or bills","Yes",500,"Tier 0",0
"6774",3.003502e+12,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6775",3.003502e+12,"House Rent","No",NA,"Tier 0",0
"6776",3.003502e+12,"Transportation costs ","Yes",2500,"Tier 0",0
"6777",3.003502e+12,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6778",3.004508e+12,"Medical/pharmacy expenses ","Yes",4000,"Tier 3",1
"6779",3.004508e+12,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",2000,"Tier 3",1
"6780",3.004508e+12,"Water supply for drinking and other uses ","Yes",3500,"Tier 3",1
"6781",3.004508e+12,"Electricity and other fuels ","Yes",5000,"Tier 3",1
"6782",3.004508e+12,"Mobile phone top-up  or bills","Yes",4000,"Tier 3",1
"6783",3.004508e+12,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 3",1
"6784",3.004508e+12,"House Rent","No",NA,"Tier 3",1
"6785",3.004508e+12,"Transportation costs ","Yes",2000,"Tier 3",1
"6786",3.004508e+12,"Other recurring monthly expenditure ","No",NA,"Tier 3",1
"6787",3.004508e+12,"Medical/pharmacy expenses ","Yes",3500,"Tier 0",1
"6788",3.004508e+12,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",1000,"Tier 0",1
"6789",3.004508e+12,"Water supply for drinking and other uses ","Yes",2000,"Tier 0",1
"6790",3.004508e+12,"Electricity and other fuels ","Yes",3000,"Tier 0",1
"6791",3.004508e+12,"Mobile phone top-up  or bills","Yes",8000,"Tier 0",1
"6792",3.004508e+12,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",1
"6793",3.004508e+12,"House Rent","No",NA,"Tier 0",1
"6794",3.004508e+12,"Transportation costs ","Yes",15000,"Tier 0",1
"6795",3.004508e+12,"Other recurring monthly expenditure ","No",NA,"Tier 0",1
"6796",3.004508e+12,"Medical/pharmacy expenses ","Yes",150,"Tier 0",1
"6797",3.004508e+12,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",170,"Tier 0",1
"6798",3.004508e+12,"Water supply for drinking and other uses ","Yes",200,"Tier 0",1
"6799",3.004508e+12,"Electricity and other fuels ","Yes",600,"Tier 0",1
"6800",3.004508e+12,"Mobile phone top-up  or bills","No",NA,"Tier 0",1
"6801",3.004508e+12,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",1
"6802",3.004508e+12,"House Rent","No",NA,"Tier 0",1
"6803",3.004508e+12,"Transportation costs ","Yes",300,"Tier 0",1
"6804",3.004508e+12,"Other recurring monthly expenditure ","No",NA,"Tier 0",1
"6805",3.004508e+12,"Medical/pharmacy expenses ","Yes",600,"Tier 0",1
"6806",3.004508e+12,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",150,"Tier 0",1
"6807",3.004508e+12,"Water supply for drinking and other uses ","Yes",180,"Tier 0",1
"6808",3.004508e+12,"Electricity and other fuels ","Yes",400,"Tier 0",1
"6809",3.004508e+12,"Mobile phone top-up  or bills","No",NA,"Tier 0",1
"6810",3.004508e+12,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",1
"6811",3.004508e+12,"House Rent","No",NA,"Tier 0",1
"6812",3.004508e+12,"Transportation costs ","Yes",250,"Tier 0",1
"6813",3.004508e+12,"Other recurring monthly expenditure ","No",NA,"Tier 0",1
"6814",3.004508e+12,"Medical/pharmacy expenses ","Yes",7000,"Tier 3",1
"6815",3.004508e+12,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",2400,"Tier 3",1
"6816",3.004508e+12,"Water supply for drinking and other uses ","Yes",3500,"Tier 3",1
"6817",3.004508e+12,"Electricity and other fuels ","Yes",4500,"Tier 3",1
"6818",3.004508e+12,"Mobile phone top-up  or bills","No",NA,"Tier 3",1
"6819",3.004508e+12,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 3",1
"6820",3.004508e+12,"House Rent","No",NA,"Tier 3",1
"6821",3.004508e+12,"Transportation costs ","Yes",5000,"Tier 3",1
"6822",3.004508e+12,"Other recurring monthly expenditure ","No",NA,"Tier 3",1
"6823",3.004508e+12,"Medical/pharmacy expenses ","Yes",1000,"Tier 5",1
"6824",3.004508e+12,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",500,"Tier 5",1
"6825",3.004508e+12,"Water supply for drinking and other uses ","No",NA,"Tier 5",1
"6826",3.004508e+12,"Electricity and other fuels ","No",NA,"Tier 5",1
"6827",3.004508e+12,"Mobile phone top-up  or bills","No",NA,"Tier 5",1
"6828",3.004508e+12,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 5",1
"6829",3.004508e+12,"House Rent","No",NA,"Tier 5",1
"6830",3.004508e+12,"Transportation costs ","No",NA,"Tier 5",1
"6831",3.004508e+12,"Other recurring monthly expenditure ","No",NA,"Tier 5",1
"6832",3.004508e+12,"Medical/pharmacy expenses ","Yes",5000,"Tier 3",1
"6833",3.004508e+12,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",3000,"Tier 3",1
"6834",3.004508e+12,"Water supply for drinking and other uses ","No",NA,"Tier 3",1
"6835",3.004508e+12,"Electricity and other fuels ","No",NA,"Tier 3",1
"6836",3.004508e+12,"Mobile phone top-up  or bills","No",NA,"Tier 3",1
"6837",3.004508e+12,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 3",1
"6838",3.004508e+12,"House Rent","No",NA,"Tier 3",1
"6839",3.004508e+12,"Transportation costs ","No",NA,"Tier 3",1
"6840",3.004508e+12,"Other recurring monthly expenditure ","No",NA,"Tier 3",1
"6841",3.004508e+12,"Medical/pharmacy expenses ","No",NA,"Tier 0",1
"6842",3.004508e+12,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",500,"Tier 0",1
"6843",3.004508e+12,"Water supply for drinking and other uses ","No",NA,"Tier 0",1
"6844",3.004508e+12,"Electricity and other fuels ","Yes",2500,"Tier 0",1
"6845",3.004508e+12,"Mobile phone top-up  or bills","No",NA,"Tier 0",1
"6846",3.004508e+12,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",1
"6847",3.004508e+12,"House Rent","No",NA,"Tier 0",1
"6848",3.004508e+12,"Transportation costs ","No",NA,"Tier 0",1
"6849",3.004508e+12,"Other recurring monthly expenditure ","No",NA,"Tier 0",1
"6850",3.004508e+12,"Medical/pharmacy expenses ","No",NA,"Tier 4",1
"6851",3.004508e+12,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",600,"Tier 4",1
"6852",3.004508e+12,"Water supply for drinking and other uses ","No",NA,"Tier 4",1
"6853",3.004508e+12,"Electricity and other fuels ","Yes",1000,"Tier 4",1
"6854",3.004508e+12,"Mobile phone top-up  or bills","No",NA,"Tier 4",1
"6855",3.004508e+12,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 4",1
"6856",3.004508e+12,"House Rent","No",NA,"Tier 4",1
"6857",3.004508e+12,"Transportation costs ","No",NA,"Tier 4",1
"6858",3.004508e+12,"Other recurring monthly expenditure ","No",NA,"Tier 4",1
"6859",3.004508e+12,"Medical/pharmacy expenses ","Yes",600,"Tier 4",1
"6860",3.004508e+12,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",500,"Tier 4",1
"6861",3.004508e+12,"Water supply for drinking and other uses ","Yes",250,"Tier 4",1
"6862",3.004508e+12,"Electricity and other fuels ","Yes",500,"Tier 4",1
"6863",3.004508e+12,"Mobile phone top-up  or bills","No",NA,"Tier 4",1
"6864",3.004508e+12,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 4",1
"6865",3.004508e+12,"House Rent","No",NA,"Tier 4",1
"6866",3.004508e+12,"Transportation costs ","No",NA,"Tier 4",1
"6867",3.004508e+12,"Other recurring monthly expenditure ","No",NA,"Tier 4",1
"6868",3.004508e+12,"Medical/pharmacy expenses ","Yes",1800,"Tier 0",1
"6869",3.004508e+12,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",1000,"Tier 0",1
"6870",3.004508e+12,"Water supply for drinking and other uses ","Yes",3000,"Tier 0",1
"6871",3.004508e+12,"Electricity and other fuels ","No",NA,"Tier 0",1
"6872",3.004508e+12,"Mobile phone top-up  or bills","Yes",600,"Tier 0",1
"6873",3.004508e+12,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",1
"6874",3.004508e+12,"House Rent","No",NA,"Tier 0",1
"6875",3.004508e+12,"Transportation costs ","Yes",400,"Tier 0",1
"6876",3.004508e+12,"Other recurring monthly expenditure ","No",NA,"Tier 0",1
"6877",3.004508e+12,"Medical/pharmacy expenses ","Yes",600,"Tier 3",1
"6878",3.004508e+12,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",360,"Tier 3",1
"6879",3.004508e+12,"Water supply for drinking and other uses ","Yes",3000,"Tier 3",1
"6880",3.004508e+12,"Electricity and other fuels ","Yes",5000,"Tier 3",1
"6881",3.004508e+12,"Mobile phone top-up  or bills","Yes",2000,"Tier 3",1
"6882",3.004508e+12,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 3",1
"6883",3.004508e+12,"House Rent","No",NA,"Tier 3",1
"6884",3.004508e+12,"Transportation costs ","Yes",2100,"Tier 3",1
"6885",3.004508e+12,"Other recurring monthly expenditure ","No",NA,"Tier 3",1
"6886",3.004508e+12,"Medical/pharmacy expenses ","No",NA,"Tier 0",1
"6887",3.004508e+12,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",250,"Tier 0",1
"6888",3.004508e+12,"Water supply for drinking and other uses ","Yes",300,"Tier 0",1
"6889",3.004508e+12,"Electricity and other fuels ","No",NA,"Tier 0",1
"6890",3.004508e+12,"Mobile phone top-up  or bills","Yes",300,"Tier 0",1
"6891",3.004508e+12,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",1
"6892",3.004508e+12,"House Rent","No",NA,"Tier 0",1
"6893",3.004508e+12,"Transportation costs ","Yes",250,"Tier 0",1
"6894",3.004508e+12,"Other recurring monthly expenditure ","No",NA,"Tier 0",1
"6895",3.004511e+12,"Medical/pharmacy expenses ","Yes",3000,"Tier 2",1
"6896",3.004511e+12,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",500,"Tier 2",1
"6897",3.004511e+12,"Water supply for drinking and other uses ","No",NA,"Tier 2",1
"6898",3.004511e+12,"Electricity and other fuels ","Yes",1500,"Tier 2",1
"6899",3.004511e+12,"Mobile phone top-up  or bills","Yes",1000,"Tier 2",1
"6900",3.004511e+12,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 2",1
"6901",3.004511e+12,"House Rent","No",NA,"Tier 2",1
"6902",3.004511e+12,"Transportation costs ","Yes",5000,"Tier 2",1
"6903",3.004511e+12,"Other recurring monthly expenditure ","No",NA,"Tier 2",1
"6904",3.004511e+12,"Medical/pharmacy expenses ","Yes",5000,"Tier 0",1
"6905",3.004511e+12,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",1500,"Tier 0",1
"6906",3.004511e+12,"Water supply for drinking and other uses ","No",NA,"Tier 0",1
"6907",3.004511e+12,"Electricity and other fuels ","No",NA,"Tier 0",1
"6908",3.004511e+12,"Mobile phone top-up  or bills","Yes",500,"Tier 0",1
"6909",3.004511e+12,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",1
"6910",3.004511e+12,"House Rent","No",NA,"Tier 0",1
"6911",3.004511e+12,"Transportation costs ","No",NA,"Tier 0",1
"6912",3.004511e+12,"Other recurring monthly expenditure ","No",NA,"Tier 0",1
"6913",3.004511e+12,"Medical/pharmacy expenses ","No",NA,"Tier 3",1
"6914",3.004511e+12,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",2000,"Tier 3",1
"6915",3.004511e+12,"Water supply for drinking and other uses ","No",NA,"Tier 3",1
"6916",3.004511e+12,"Electricity and other fuels ","No",NA,"Tier 3",1
"6917",3.004511e+12,"Mobile phone top-up  or bills","Yes",400,"Tier 3",1
"6918",3.004511e+12,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 3",1
"6919",3.004511e+12,"House Rent","No",NA,"Tier 3",1
"6920",3.004511e+12,"Transportation costs ","Yes",1200,"Tier 3",1
"6921",3.004511e+12,"Other recurring monthly expenditure ","No",NA,"Tier 3",1
"6922",3.004511e+12,"Medical/pharmacy expenses ","Yes",4000,"Tier 2",1
"6923",3.004511e+12,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",2000,"Tier 2",1
"6924",3.004511e+12,"Water supply for drinking and other uses ","No",NA,"Tier 2",1
"6925",3.004511e+12,"Electricity and other fuels ","No",NA,"Tier 2",1
"6926",3.004511e+12,"Mobile phone top-up  or bills","Yes",300,"Tier 2",1
"6927",3.004511e+12,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 2",1
"6928",3.004511e+12,"House Rent","No",NA,"Tier 2",1
"6929",3.004511e+12,"Transportation costs ","No",NA,"Tier 2",1
"6930",3.004511e+12,"Other recurring monthly expenditure ","No",NA,"Tier 2",1
"6931",3.004511e+12,"Medical/pharmacy expenses ","Yes",100,"Tier 3",1
"6932",3.004511e+12,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","No",NA,"Tier 3",1
"6933",3.004511e+12,"Water supply for drinking and other uses ","No",NA,"Tier 3",1
"6934",3.004511e+12,"Electricity and other fuels ","No",NA,"Tier 3",1
"6935",3.004511e+12,"Mobile phone top-up  or bills","No",NA,"Tier 3",1
"6936",3.004511e+12,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 3",1
"6937",3.004511e+12,"House Rent","No",NA,"Tier 3",1
"6938",3.004511e+12,"Transportation costs ","Yes",1500,"Tier 3",1
"6939",3.004511e+12,"Other recurring monthly expenditure ","No",NA,"Tier 3",1
"6940",3.004511e+12,"Medical/pharmacy expenses ","No",NA,"Tier 4",1
"6941",3.004511e+12,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",180,"Tier 4",1
"6942",3.004511e+12,"Water supply for drinking and other uses ","No",NA,"Tier 4",1
"6943",3.004511e+12,"Electricity and other fuels ","Yes",3200,"Tier 4",1
"6944",3.004511e+12,"Mobile phone top-up  or bills","No",NA,"Tier 4",1
"6945",3.004511e+12,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 4",1
"6946",3.004511e+12,"House Rent","No",NA,"Tier 4",1
"6947",3.004511e+12,"Transportation costs ","No",NA,"Tier 4",1
"6948",3.004511e+12,"Other recurring monthly expenditure ","No",NA,"Tier 4",1
"6949",3.004511e+12,"Medical/pharmacy expenses ","No",NA,"Tier 0",1
"6950",3.004511e+12,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",900,"Tier 0",1
"6951",3.004511e+12,"Water supply for drinking and other uses ","No",NA,"Tier 0",1
"6952",3.004511e+12,"Electricity and other fuels ","No",NA,"Tier 0",1
"6953",3.004511e+12,"Mobile phone top-up  or bills","Yes",300,"Tier 0",1
"6954",3.004511e+12,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",1
"6955",3.004511e+12,"House Rent","No",NA,"Tier 0",1
"6956",3.004511e+12,"Transportation costs ","No",NA,"Tier 0",1
"6957",3.004511e+12,"Other recurring monthly expenditure ","No",NA,"Tier 0",1
"6958",3.004511e+12,"Medical/pharmacy expenses ","No",NA,"Tier 1",1
"6959",3.004511e+12,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",2000,"Tier 1",1
