"","hh_id","item_id","l_14_22","l_expenditure","elc_aggr_tier","locality"
"5983",2012501802901,"House Rent","No",NA,"Tier 1",0
"5984",2012501802901,"Transportation costs ","No",NA,"Tier 1",0
"5985",2012501802901,"Other recurring monthly expenditure ","No",NA,"Tier 1",0
"5986",2012501803301,"Medical/pharmacy expenses ","No",NA,"Tier 0",0
"5987",2012501803301,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",2000,"Tier 0",0
"5988",2012501803301,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"5989",2012501803301,"Electricity and other fuels ","No",NA,"Tier 0",0
"5990",2012501803301,"Mobile phone top-up  or bills","Yes",4200,"Tier 0",0
"5991",2012501803301,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"5992",2012501803301,"House Rent","No",NA,"Tier 0",0
"5993",2012501803301,"Transportation costs ","Yes",50000,"Tier 0",0
"5994",2012501803301,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"5995",2012501803402,"Medical/pharmacy expenses ","No",NA,"Tier 1",0
"5996",2012501803402,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",300,"Tier 1",0
"5997",2012501803402,"Water supply for drinking and other uses ","No",NA,"Tier 1",0
"5998",2012501803402,"Electricity and other fuels ","Yes",300,"Tier 1",0
"5999",2012501803402,"Mobile phone top-up  or bills","No",NA,"Tier 1",0
"6000",2012501803402,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 1",0
"6001",2012501803402,"House Rent","No",NA,"Tier 1",0
"6002",2012501803402,"Transportation costs ","No",NA,"Tier 1",0
"6003",2012501803402,"Other recurring monthly expenditure ","No",NA,"Tier 1",0
"6004",2012501803412,"Medical/pharmacy expenses ","No",NA,"Tier 1",0
"6005",2012501803412,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",1000,"Tier 1",0
"6006",2012501803412,"Water supply for drinking and other uses ","No",NA,"Tier 1",0
"6007",2012501803412,"Electricity and other fuels ","Yes",300,"Tier 1",0
"6008",2012501803412,"Mobile phone top-up  or bills","No",NA,"Tier 1",0
"6009",2012501803412,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 1",0
"6010",2012501803412,"House Rent","No",NA,"Tier 1",0
"6011",2012501803412,"Transportation costs ","No",NA,"Tier 1",0
"6012",2012501803412,"Other recurring monthly expenditure ","No",NA,"Tier 1",0
"6013",2012501803701,"Medical/pharmacy expenses ","Yes",1700,"Tier 0",0
"6014",2012501803701,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",1250,"Tier 0",0
"6015",2012501803701,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6016",2012501803701,"Electricity and other fuels ","No",NA,"Tier 0",0
"6017",2012501803701,"Mobile phone top-up  or bills","Yes",700,"Tier 0",0
"6018",2012501803701,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6019",2012501803701,"House Rent","No",NA,"Tier 0",0
"6020",2012501803701,"Transportation costs ","Yes",4500,"Tier 0",0
"6021",2012501803701,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6022",2012501804001,"Medical/pharmacy expenses ","Yes",1000,"Tier 2",0
"6023",2012501804001,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",500,"Tier 2",0
"6024",2012501804001,"Water supply for drinking and other uses ","No",NA,"Tier 2",0
"6025",2012501804001,"Electricity and other fuels ","Yes",4000,"Tier 2",0
"6026",2012501804001,"Mobile phone top-up  or bills","Yes",500,"Tier 2",0
"6027",2012501804001,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 2",0
"6028",2012501804001,"House Rent","No",NA,"Tier 2",0
"6029",2012501804001,"Transportation costs ","Yes",500,"Tier 2",0
"6030",2012501804001,"Other recurring monthly expenditure ","No",NA,"Tier 2",0
"6031",2012509100701,"Medical/pharmacy expenses ","Yes",4000,"Tier 0",0
"6032",2012509100701,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",800,"Tier 0",0
"6033",2012509100701,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6034",2012509100701,"Electricity and other fuels ","No",NA,"Tier 0",0
"6035",2012509100701,"Mobile phone top-up  or bills","No",NA,"Tier 0",0
"6036",2012509100701,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6037",2012509100701,"House Rent","No",NA,"Tier 0",0
"6038",2012509100701,"Transportation costs ","No",NA,"Tier 0",0
"6039",2012509100701,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6040",2012509100703,"Medical/pharmacy expenses ","No",NA,"Tier 0",0
"6041",2012509100703,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",300,"Tier 0",0
"6042",2012509100703,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6043",2012509100703,"Electricity and other fuels ","No",NA,"Tier 0",0
"6044",2012509100703,"Mobile phone top-up  or bills","No",NA,"Tier 0",0
"6045",2012509100703,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6046",2012509100703,"House Rent","No",NA,"Tier 0",0
"6047",2012509100703,"Transportation costs ","No",NA,"Tier 0",0
"6048",2012509100703,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6049",2012509100902,"Medical/pharmacy expenses ","Yes",1500,"Tier 0",0
"6050",2012509100902,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",1000,"Tier 0",0
"6051",2012509100902,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6052",2012509100902,"Electricity and other fuels ","Yes",500,"Tier 0",0
"6053",2012509100902,"Mobile phone top-up  or bills","Yes",200,"Tier 0",0
"6054",2012509100902,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6055",2012509100902,"House Rent","No",NA,"Tier 0",0
"6056",2012509100902,"Transportation costs ","No",NA,"Tier 0",0
"6057",2012509100902,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6058",2012509101204,"Medical/pharmacy expenses ","Yes",4500,"Tier 0",0
"6059",2012509101204,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",1850,"Tier 0",0
"6060",2012509101204,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6061",2012509101204,"Electricity and other fuels ","No",NA,"Tier 0",0
"6062",2012509101204,"Mobile phone top-up  or bills","No",NA,"Tier 0",0
"6063",2012509101204,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6064",2012509101204,"House Rent","No",NA,"Tier 0",0
"6065",2012509101204,"Transportation costs ","Yes",8500,"Tier 0",0
"6066",2012509101204,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6067",2012509101205,"Medical/pharmacy expenses ","Yes",200,"Tier 0",0
"6068",2012509101205,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",500,"Tier 0",0
"6069",2012509101205,"Water supply for drinking and other uses ","Yes",1500,"Tier 0",0
"6070",2012509101205,"Electricity and other fuels ","No",NA,"Tier 0",0
"6071",2012509101205,"Mobile phone top-up  or bills","No",NA,"Tier 0",0
"6072",2012509101205,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6073",2012509101205,"House Rent","No",NA,"Tier 0",0
"6074",2012509101205,"Transportation costs ","No",NA,"Tier 0",0
"6075",2012509101205,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6076",2012509101303,"Medical/pharmacy expenses ","Yes",3000,"Tier 0",0
"6077",2012509101303,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",500,"Tier 0",0
"6078",2012509101303,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6079",2012509101303,"Electricity and other fuels ","No",NA,"Tier 0",0
"6080",2012509101303,"Mobile phone top-up  or bills","No",NA,"Tier 0",0
"6081",2012509101303,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6082",2012509101303,"House Rent","No",NA,"Tier 0",0
"6083",2012509101303,"Transportation costs ","No",NA,"Tier 0",0
"6084",2012509101303,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6085",2012509101502,"Medical/pharmacy expenses ","Yes",2000,"Tier 0",0
"6086",2012509101502,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",1000,"Tier 0",0
"6087",2012509101502,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6088",2012509101502,"Electricity and other fuels ","No",NA,"Tier 0",0
"6089",2012509101502,"Mobile phone top-up  or bills","Yes",1200,"Tier 0",0
"6090",2012509101502,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6091",2012509101502,"House Rent","No",NA,"Tier 0",0
"6092",2012509101502,"Transportation costs ","Yes",5500,"Tier 0",0
"6093",2012509101502,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6094",2012509102201,"Medical/pharmacy expenses ","Yes",2500,"Tier 0",0
"6095",2012509102201,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",1200,"Tier 0",0
"6096",2012509102201,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6097",2012509102201,"Electricity and other fuels ","No",NA,"Tier 0",0
"6098",2012509102201,"Mobile phone top-up  or bills","Yes",1000,"Tier 0",0
"6099",2012509102201,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6100",2012509102201,"House Rent","No",NA,"Tier 0",0
"6101",2012509102201,"Transportation costs ","No",NA,"Tier 0",0
"6102",2012509102201,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6103",2012509102501,"Medical/pharmacy expenses ","Yes",500,"Tier 0",0
"6104",2012509102501,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",100,"Tier 0",0
"6105",2012509102501,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6106",2012509102501,"Electricity and other fuels ","No",NA,"Tier 0",0
"6107",2012509102501,"Mobile phone top-up  or bills","No",NA,"Tier 0",0
"6108",2012509102501,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6109",2012509102501,"House Rent","No",NA,"Tier 0",0
"6110",2012509102501,"Transportation costs ","No",NA,"Tier 0",0
"6111",2012509102501,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6112",2012509102503,"Medical/pharmacy expenses ","Yes",500,"Tier 0",0
"6113",2012509102503,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",1000,"Tier 0",0
"6114",2012509102503,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6115",2012509102503,"Electricity and other fuels ","No",NA,"Tier 0",0
"6116",2012509102503,"Mobile phone top-up  or bills","No",NA,"Tier 0",0
"6117",2012509102503,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6118",2012509102503,"House Rent","No",NA,"Tier 0",0
"6119",2012509102503,"Transportation costs ","No",NA,"Tier 0",0
"6120",2012509102503,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6121",2012509102801,"Medical/pharmacy expenses ","Yes",6000,"Tier 0",0
"6122",2012509102801,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",1000,"Tier 0",0
"6123",2012509102801,"Water supply for drinking and other uses ","Yes",6000,"Tier 0",0
"6124",2012509102801,"Electricity and other fuels ","Yes",5000,"Tier 0",0
"6125",2012509102801,"Mobile phone top-up  or bills","No",NA,"Tier 0",0
"6126",2012509102801,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6127",2012509102801,"House Rent","No",NA,"Tier 0",0
"6128",2012509102801,"Transportation costs ","No",NA,"Tier 0",0
"6129",2012509102801,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6130",2012509102901,"Medical/pharmacy expenses ","Yes",2000,"Tier 0",0
"6131",2012509102901,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",600,"Tier 0",0
"6132",2012509102901,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6133",2012509102901,"Electricity and other fuels ","No",NA,"Tier 0",0
"6134",2012509102901,"Mobile phone top-up  or bills","No",NA,"Tier 0",0
"6135",2012509102901,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6136",2012509102901,"House Rent","No",NA,"Tier 0",0
"6137",2012509102901,"Transportation costs ","No",NA,"Tier 0",0
"6138",2012509102901,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6139",2012509102903,"Medical/pharmacy expenses ","Yes",500,"Tier 0",0
"6140",2012509102903,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",600,"Tier 0",0
"6141",2012509102903,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6142",2012509102903,"Electricity and other fuels ","No",NA,"Tier 0",0
"6143",2012509102903,"Mobile phone top-up  or bills","Yes",100,"Tier 0",0
"6144",2012509102903,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6145",2012509102903,"House Rent","No",NA,"Tier 0",0
"6146",2012509102903,"Transportation costs ","No",NA,"Tier 0",0
"6147",2012509102903,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6148",2012509103501,"Medical/pharmacy expenses ","No",NA,"Tier 0",0
"6149",2012509103501,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",300,"Tier 0",0
"6150",2012509103501,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6151",2012509103501,"Electricity and other fuels ","No",NA,"Tier 0",0
"6152",2012509103501,"Mobile phone top-up  or bills","Yes",500,"Tier 0",0
"6153",2012509103501,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6154",2012509103501,"House Rent","No",NA,"Tier 0",0
"6155",2012509103501,"Transportation costs ","No",NA,"Tier 0",0
"6156",2012509103501,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6157",2013502120101,"Medical/pharmacy expenses ","Yes",5000,"Tier 0",0
"6158",2013502120101,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",1800,"Tier 0",0
"6159",2013502120101,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6160",2013502120101,"Electricity and other fuels ","No",NA,"Tier 0",0
"6161",2013502120101,"Mobile phone top-up  or bills","No",NA,"Tier 0",0
"6162",2013502120101,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6163",2013502120101,"House Rent","No",NA,"Tier 0",0
"6164",2013502120101,"Transportation costs ","No",NA,"Tier 0",0
"6165",2013502120101,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6166",2013502120201,"Medical/pharmacy expenses ","Yes",3500,"Tier 0",0
"6167",2013502120201,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",1800,"Tier 0",0
"6168",2013502120201,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6169",2013502120201,"Electricity and other fuels ","No",NA,"Tier 0",0
"6170",2013502120201,"Mobile phone top-up  or bills","Yes",2000,"Tier 0",0
"6171",2013502120201,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6172",2013502120201,"House Rent","No",NA,"Tier 0",0
"6173",2013502120201,"Transportation costs ","No",NA,"Tier 0",0
"6174",2013502120201,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6175",2013502120204,"Medical/pharmacy expenses ","Yes",4500,"Tier 0",0
"6176",2013502120204,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",3000,"Tier 0",0
"6177",2013502120204,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6178",2013502120204,"Electricity and other fuels ","Yes",3000,"Tier 0",0
"6179",2013502120204,"Mobile phone top-up  or bills","No",NA,"Tier 0",0
"6180",2013502120204,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6181",2013502120204,"House Rent","No",NA,"Tier 0",0
"6182",2013502120204,"Transportation costs ","No",NA,"Tier 0",0
"6183",2013502120204,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6184",2013502120602,"Medical/pharmacy expenses ","Yes",5000,"Tier 0",0
"6185",2013502120602,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",600,"Tier 0",0
"6186",2013502120602,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6187",2013502120602,"Electricity and other fuels ","No",NA,"Tier 0",0
"6188",2013502120602,"Mobile phone top-up  or bills","No",NA,"Tier 0",0
"6189",2013502120602,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6190",2013502120602,"House Rent","No",NA,"Tier 0",0
"6191",2013502120602,"Transportation costs ","Yes",4500,"Tier 0",0
"6192",2013502120602,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6193",2013502120603,"Medical/pharmacy expenses ","Yes",7000,"Tier 0",0
"6194",2013502120603,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",3500,"Tier 0",0
"6195",2013502120603,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6196",2013502120603,"Electricity and other fuels ","No",NA,"Tier 0",0
"6197",2013502120603,"Mobile phone top-up  or bills","Yes",1500,"Tier 0",0
"6198",2013502120603,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6199",2013502120603,"House Rent","No",NA,"Tier 0",0
"6200",2013502120603,"Transportation costs ","Yes",2800,"Tier 0",0
"6201",2013502120603,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6202",2013502120712,"Medical/pharmacy expenses ","Yes",5000,"Tier 0",0
"6203",2013502120712,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",1500,"Tier 0",0
"6204",2013502120712,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6205",2013502120712,"Electricity and other fuels ","No",NA,"Tier 0",0
"6206",2013502120712,"Mobile phone top-up  or bills","No",NA,"Tier 0",0
"6207",2013502120712,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6208",2013502120712,"House Rent","No",NA,"Tier 0",0
"6209",2013502120712,"Transportation costs ","No",NA,"Tier 0",0
"6210",2013502120712,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6211",2013502120901,"Medical/pharmacy expenses ","No",NA,"Tier 0",0
"6212",2013502120901,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","No",NA,"Tier 0",0
"6213",2013502120901,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6214",2013502120901,"Electricity and other fuels ","No",NA,"Tier 0",0
"6215",2013502120901,"Mobile phone top-up  or bills","Yes",500,"Tier 0",0
"6216",2013502120901,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6217",2013502120901,"House Rent","No",NA,"Tier 0",0
"6218",2013502120901,"Transportation costs ","No",NA,"Tier 0",0
"6219",2013502120901,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6220",2013502121501,"Medical/pharmacy expenses ","No",NA,"Tier 2",0
"6221",2013502121501,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","No",NA,"Tier 2",0
"6222",2013502121501,"Water supply for drinking and other uses ","No",NA,"Tier 2",0
"6223",2013502121501,"Electricity and other fuels ","No",NA,"Tier 2",0
"6224",2013502121501,"Mobile phone top-up  or bills","Yes",500,"Tier 2",0
"6225",2013502121501,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 2",0
"6226",2013502121501,"House Rent","No",NA,"Tier 2",0
"6227",2013502121501,"Transportation costs ","No",NA,"Tier 2",0
"6228",2013502121501,"Other recurring monthly expenditure ","No",NA,"Tier 2",0
"6229",2013502122201,"Medical/pharmacy expenses ","No",NA,"Tier 0",0
"6230",2013502122201,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","No",NA,"Tier 0",0
"6231",2013502122201,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6232",2013502122201,"Electricity and other fuels ","No",NA,"Tier 0",0
"6233",2013502122201,"Mobile phone top-up  or bills","No",NA,"Tier 0",0
"6234",2013502122201,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6235",2013502122201,"House Rent","No",NA,"Tier 0",0
"6236",2013502122201,"Transportation costs ","No",NA,"Tier 0",0
"6237",2013502122201,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6238",2013502122205,"Medical/pharmacy expenses ","Yes",1500,"Tier 0",0
"6239",2013502122205,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",250,"Tier 0",0
"6240",2013502122205,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6241",2013502122205,"Electricity and other fuels ","No",NA,"Tier 0",0
"6242",2013502122205,"Mobile phone top-up  or bills","No",NA,"Tier 0",0
"6243",2013502122205,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6244",2013502122205,"House Rent","No",NA,"Tier 0",0
"6245",2013502122205,"Transportation costs ","Yes",4000,"Tier 0",0
"6246",2013502122205,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6247",2013502122401,"Medical/pharmacy expenses ","Yes",15000,"Tier 0",0
"6248",2013502122401,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",2000,"Tier 0",0
"6249",2013502122401,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6250",2013502122401,"Electricity and other fuels ","No",NA,"Tier 0",0
"6251",2013502122401,"Mobile phone top-up  or bills","Yes",20000,"Tier 0",0
"6252",2013502122401,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6253",2013502122401,"House Rent","No",NA,"Tier 0",0
"6254",2013502122401,"Transportation costs ","Yes",2500,"Tier 0",0
"6255",2013502122401,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6256",2013502122402,"Medical/pharmacy expenses ","No",NA,"Tier 2",0
"6257",2013502122402,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",600,"Tier 2",0
"6258",2013502122402,"Water supply for drinking and other uses ","No",NA,"Tier 2",0
"6259",2013502122402,"Electricity and other fuels ","No",NA,"Tier 2",0
"6260",2013502122402,"Mobile phone top-up  or bills","Yes",7000,"Tier 2",0
"6261",2013502122402,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 2",0
"6262",2013502122402,"House Rent","No",NA,"Tier 2",0
"6263",2013502122402,"Transportation costs ","No",NA,"Tier 2",0
"6264",2013502122402,"Other recurring monthly expenditure ","No",NA,"Tier 2",0
"6265",2013502122801,"Medical/pharmacy expenses ","Yes",3500,"Tier 0",0
"6266",2013502122801,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",1800,"Tier 0",0
"6267",2013502122801,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6268",2013502122801,"Electricity and other fuels ","Yes",6000,"Tier 0",0
"6269",2013502122801,"Mobile phone top-up  or bills","No",NA,"Tier 0",0
"6270",2013502122801,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6271",2013502122801,"House Rent","No",NA,"Tier 0",0
"6272",2013502122801,"Transportation costs ","No",NA,"Tier 0",0
"6273",2013502122801,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6274",2013502123301,"Medical/pharmacy expenses ","Yes",4500,"Tier 0",0
"6275",2013502123301,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",850,"Tier 0",0
"6276",2013502123301,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6277",2013502123301,"Electricity and other fuels ","No",NA,"Tier 0",0
"6278",2013502123301,"Mobile phone top-up  or bills","Yes",15000,"Tier 0",0
"6279",2013502123301,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6280",2013502123301,"House Rent","No",NA,"Tier 0",0
"6281",2013502123301,"Transportation costs ","Yes",5500,"Tier 0",0
"6282",2013502123301,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6283",2013504360101,"Medical/pharmacy expenses ","Yes",150,"Tier 0",0
"6284",2013504360101,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",1500,"Tier 0",0
"6285",2013504360101,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6286",2013504360101,"Electricity and other fuels ","No",NA,"Tier 0",0
"6287",2013504360101,"Mobile phone top-up  or bills","Yes",500,"Tier 0",0
"6288",2013504360101,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6289",2013504360101,"House Rent","No",NA,"Tier 0",0
"6290",2013504360101,"Transportation costs ","No",NA,"Tier 0",0
"6291",2013504360101,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6292",2013504360102,"Medical/pharmacy expenses ","Yes",1000,"Tier 0",0
"6293",2013504360102,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","No",NA,"Tier 0",0
"6294",2013504360102,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6295",2013504360102,"Electricity and other fuels ","No",NA,"Tier 0",0
"6296",2013504360102,"Mobile phone top-up  or bills","Yes",500,"Tier 0",0
"6297",2013504360102,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6298",2013504360102,"House Rent","No",NA,"Tier 0",0
"6299",2013504360102,"Transportation costs ","Yes",500,"Tier 0",0
"6300",2013504360102,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6301",2013504360202,"Medical/pharmacy expenses ","No",NA,"Tier 0",0
"6302",2013504360202,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",500,"Tier 0",0
"6303",2013504360202,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6304",2013504360202,"Electricity and other fuels ","No",NA,"Tier 0",0
"6305",2013504360202,"Mobile phone top-up  or bills","Yes",500,"Tier 0",0
"6306",2013504360202,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6307",2013504360202,"House Rent","No",NA,"Tier 0",0
"6308",2013504360202,"Transportation costs ","No",NA,"Tier 0",0
"6309",2013504360202,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6310",2013504361001,"Medical/pharmacy expenses ","No",NA,"Tier 0",0
"6311",2013504361001,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",250,"Tier 0",0
"6312",2013504361001,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6313",2013504361001,"Electricity and other fuels ","No",NA,"Tier 0",0
"6314",2013504361001,"Mobile phone top-up  or bills","No",NA,"Tier 0",0
"6315",2013504361001,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6316",2013504361001,"House Rent","No",NA,"Tier 0",0
"6317",2013504361001,"Transportation costs ","No",NA,"Tier 0",0
"6318",2013504361001,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6319",2013504361002,"Medical/pharmacy expenses ","Yes",350,"Tier 0",0
"6320",2013504361002,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",250,"Tier 0",0
"6321",2013504361002,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6322",2013504361002,"Electricity and other fuels ","No",NA,"Tier 0",0
"6323",2013504361002,"Mobile phone top-up  or bills","Yes",500,"Tier 0",0
"6324",2013504361002,"Internet, land phone, dish, cable, and other household communication","No",NA,"Tier 0",0
"6325",2013504361002,"House Rent","No",NA,"Tier 0",0
"6326",2013504361002,"Transportation costs ","No",NA,"Tier 0",0
"6327",2013504361002,"Other recurring monthly expenditure ","No",NA,"Tier 0",0
"6328",2013504361003,"Medical/pharmacy expenses ","No",NA,"Tier 0",0
"6329",2013504361003,"Soaps, disinfectants and cleaning supplies; cosmetics and toiletries","Yes",2000,"Tier 0",0
"6330",2013504361003,"Water supply for drinking and other uses ","No",NA,"Tier 0",0
"6331",2013504361003,"Electricity and other fuels ","No",NA,"Tier 0",0
