"","hh_id","item_id","l_1_13","l_consumption_purchased","l_consumption_produced","l_consumption_gift","elc_aggr_tier","locality"
"10787",3006518841201,"Other food items ","Yes",350,0,10,"Tier 0",1
"10788",3006518841201,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 0",1
"10789",3006518841201,"Beverages ","No",NA,NA,NA,"Tier 0",1
"10790",3006518841201,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 0",1
"10791",3006518841401,"Cereals & cereal products ","Yes",200,0,0,"Tier 0",1
"10792",3006518841401,"Pulses & nuts ","Yes",150,0,0,"Tier 0",1
"10793",3006518841401,"Milk & milk products ","No",NA,NA,NA,"Tier 0",1
"10794",3006518841401,"Edible oil ","Yes",800,0,0,"Tier 0",1
"10795",3006518841401,"Vegetables ","Yes",200,0,0,"Tier 0",1
"10796",3006518841401,"Egg, & poultry","No",NA,NA,NA,"Tier 0",1
"10797",3006518841401,"Meat and meat products","No",NA,NA,NA,"Tier 0",1
"10798",3006518841401,"Fish (smoked/fresh)","No",NA,NA,NA,"Tier 0",1
"10799",3006518841401,"Sugar & Salt","Yes",150,0,20,"Tier 0",1
"10800",3006518841401,"Other food items ","Yes",400,0,0,"Tier 0",1
"10801",3006518841401,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 0",1
"10802",3006518841401,"Beverages ","No",NA,NA,NA,"Tier 0",1
"10803",3006518841401,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 0",1
"10804",3006518841501,"Cereals & cereal products ","Yes",1070,240,250,"Tier 0",1
"10805",3006518841501,"Pulses & nuts ","No",NA,NA,NA,"Tier 0",1
"10806",3006518841501,"Milk & milk products ","Yes",700,300,200,"Tier 0",1
"10807",3006518841501,"Edible oil ","Yes",1400,200,500,"Tier 0",1
"10808",3006518841501,"Vegetables ","Yes",420,200,100,"Tier 0",1
"10809",3006518841501,"Egg, & poultry","No",NA,NA,NA,"Tier 0",1
"10810",3006518841501,"Meat and meat products","Yes",500,5000,300,"Tier 0",1
"10811",3006518841501,"Fish (smoked/fresh)","Yes",500,250,100,"Tier 0",1
"10812",3006518841501,"Sugar & Salt","Yes",700,15000,500,"Tier 0",1
"10813",3006518841501,"Other food items ","No",NA,NA,NA,"Tier 0",1
"10814",3006518841501,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 0",1
"10815",3006518841501,"Beverages ","No",NA,NA,NA,"Tier 0",1
"10816",3006518841501,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 0",1
"10817",3006518841502,"Cereals & cereal products ","Yes",5000,2000,500,"Tier 0",1
"10818",3006518841502,"Pulses & nuts ","No",NA,NA,NA,"Tier 0",1
"10819",3006518841502,"Milk & milk products ","No",NA,NA,NA,"Tier 0",1
"10820",3006518841502,"Edible oil ","No",NA,NA,NA,"Tier 0",1
"10821",3006518841502,"Vegetables ","No",NA,NA,NA,"Tier 0",1
"10822",3006518841502,"Egg, & poultry","No",NA,NA,NA,"Tier 0",1
"10823",3006518841502,"Meat and meat products","Yes",800,500,150,"Tier 0",1
"10824",3006518841502,"Fish (smoked/fresh)","No",NA,NA,NA,"Tier 0",1
"10825",3006518841502,"Sugar & Salt","Yes",200,50,100,"Tier 0",1
"10826",3006518841502,"Other food items ","No",NA,NA,NA,"Tier 0",1
"10827",3006518841502,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 0",1
"10828",3006518841502,"Beverages ","No",NA,NA,NA,"Tier 0",1
"10829",3006518841502,"Alcohol, tobacco and cigarettes","Yes",350,20,20,"Tier 0",1
"10830",3006518841701,"Cereals & cereal products ","Yes",2500,500,1000,"Tier 0",1
"10831",3006518841701,"Pulses & nuts ","No",NA,NA,NA,"Tier 0",1
"10832",3006518841701,"Milk & milk products ","No",NA,NA,NA,"Tier 0",1
"10833",3006518841701,"Edible oil ","Yes",7800,2000,500,"Tier 0",1
"10834",3006518841701,"Vegetables ","Yes",1000,500,200,"Tier 0",1
"10835",3006518841701,"Egg, & poultry","No",NA,NA,NA,"Tier 0",1
"10836",3006518841701,"Meat and meat products","No",NA,NA,NA,"Tier 0",1
"10837",3006518841701,"Fish (smoked/fresh)","No",NA,NA,NA,"Tier 0",1
"10838",3006518841701,"Sugar & Salt","Yes",2100,1000,500,"Tier 0",1
"10839",3006518841701,"Other food items ","No",NA,NA,NA,"Tier 0",1
"10840",3006518841701,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 0",1
"10841",3006518841701,"Beverages ","No",NA,NA,NA,"Tier 0",1
"10842",3006518841701,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 0",1
"10843",3006518841801,"Cereals & cereal products ","Yes",2000,0,0,"Tier 3",1
"10844",3006518841801,"Pulses & nuts ","Yes",600,200,0,"Tier 3",1
"10845",3006518841801,"Milk & milk products ","No",NA,NA,NA,"Tier 3",1
"10846",3006518841801,"Edible oil ","Yes",600,0,0,"Tier 3",1
"10847",3006518841801,"Vegetables ","Yes",1500,0,0,"Tier 3",1
"10848",3006518841801,"Egg, & poultry","No",NA,NA,NA,"Tier 3",1
"10849",3006518841801,"Meat and meat products","No",NA,NA,NA,"Tier 3",1
"10850",3006518841801,"Fish (smoked/fresh)","No",NA,NA,NA,"Tier 3",1
"10851",3006518841801,"Sugar & Salt","Yes",700,0,0,"Tier 3",1
"10852",3006518841801,"Other food items ","Yes",900,0,0,"Tier 3",1
"10853",3006518841801,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 3",1
"10854",3006518841801,"Beverages ","No",NA,NA,NA,"Tier 3",1
"10855",3006518841801,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 3",1
"10856",3006518841901,"Cereals & cereal products ","Yes",600,0,0,"Tier 2",1
"10857",3006518841901,"Pulses & nuts ","Yes",1000,0,0,"Tier 2",1
"10858",3006518841901,"Milk & milk products ","Yes",500,0,0,"Tier 2",1
"10859",3006518841901,"Edible oil ","Yes",350,0,0,"Tier 2",1
"10860",3006518841901,"Vegetables ","Yes",700,0,0,"Tier 2",1
"10861",3006518841901,"Egg, & poultry","No",NA,NA,NA,"Tier 2",1
"10862",3006518841901,"Meat and meat products","No",NA,NA,NA,"Tier 2",1
"10863",3006518841901,"Fish (smoked/fresh)","No",NA,NA,NA,"Tier 2",1
"10864",3006518841901,"Sugar & Salt","Yes",200,0,0,"Tier 2",1
"10865",3006518841901,"Other food items ","Yes",1000,0,0,"Tier 2",1
"10866",3006518841901,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 2",1
"10867",3006518841901,"Beverages ","No",NA,NA,NA,"Tier 2",1
"10868",3006518841901,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 2",1
"10869",3007513960201,"Cereals & cereal products ","Yes",2000,6000,0,"Tier 0",0
"10870",3007513960201,"Pulses & nuts ","Yes",0,3000,0,"Tier 0",0
"10871",3007513960201,"Milk & milk products ","No",NA,NA,NA,"Tier 0",0
"10872",3007513960201,"Edible oil ","Yes",0,1000,0,"Tier 0",0
"10873",3007513960201,"Vegetables ","Yes",1000,1000,0,"Tier 0",0
"10874",3007513960201,"Egg, & poultry","Yes",800,0,0,"Tier 0",0
"10875",3007513960201,"Meat and meat products","Yes",500,0,0,"Tier 0",0
"10876",3007513960201,"Fish (smoked/fresh)","No",NA,NA,NA,"Tier 0",0
"10877",3007513960201,"Sugar & Salt","Yes",500,0,0,"Tier 0",0
"10878",3007513960201,"Other food items ","Yes",300,300,0,"Tier 0",0
"10879",3007513960201,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 0",0
"10880",3007513960201,"Beverages ","No",NA,NA,NA,"Tier 0",0
"10881",3007513960201,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 0",0
"10882",3007513960302,"Cereals & cereal products ","Yes",1500,0,0,"Tier 0",0
"10883",3007513960302,"Pulses & nuts ","Yes",1000,0,0,"Tier 0",0
"10884",3007513960302,"Milk & milk products ","No",NA,NA,NA,"Tier 0",0
"10885",3007513960302,"Edible oil ","Yes",400,0,0,"Tier 0",0
"10886",3007513960302,"Vegetables ","Yes",700,0,0,"Tier 0",0
"10887",3007513960302,"Egg, & poultry","No",NA,NA,NA,"Tier 0",0
"10888",3007513960302,"Meat and meat products","Yes",1000,0,0,"Tier 0",0
"10889",3007513960302,"Fish (smoked/fresh)","Yes",300,0,0,"Tier 0",0
"10890",3007513960302,"Sugar & Salt","Yes",500,0,0,"Tier 0",0
"10891",3007513960302,"Other food items ","Yes",500,0,0,"Tier 0",0
"10892",3007513960302,"Meals/food bought outside home ","Yes",1000,0,0,"Tier 0",0
"10893",3007513960302,"Beverages ","No",NA,NA,NA,"Tier 0",0
"10894",3007513960302,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 0",0
"10895",3007513960601,"Cereals & cereal products ","Yes",0,1000,0,"Tier 0",0
"10896",3007513960601,"Pulses & nuts ","No",NA,NA,NA,"Tier 0",0
"10897",3007513960601,"Milk & milk products ","No",NA,NA,NA,"Tier 0",0
"10898",3007513960601,"Edible oil ","Yes",300,0,0,"Tier 0",0
"10899",3007513960601,"Vegetables ","Yes",150,0,0,"Tier 0",0
"10900",3007513960601,"Egg, & poultry","No",NA,NA,NA,"Tier 0",0
"10901",3007513960601,"Meat and meat products","No",NA,NA,NA,"Tier 0",0
"10902",3007513960601,"Fish (smoked/fresh)","No",NA,NA,NA,"Tier 0",0
"10903",3007513960601,"Sugar & Salt","Yes",120,0,0,"Tier 0",0
"10904",3007513960601,"Other food items ","No",NA,NA,NA,"Tier 0",0
"10905",3007513960601,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 0",0
"10906",3007513960601,"Beverages ","No",NA,NA,NA,"Tier 0",0
"10907",3007513960601,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 0",0
"10908",3007513960901,"Cereals & cereal products ","Yes",0,800,0,"Tier 0",0
"10909",3007513960901,"Pulses & nuts ","Yes",0,400,0,"Tier 0",0
"10910",3007513960901,"Milk & milk products ","No",NA,NA,NA,"Tier 0",0
"10911",3007513960901,"Edible oil ","Yes",400,0,0,"Tier 0",0
"10912",3007513960901,"Vegetables ","Yes",200,0,0,"Tier 0",0
"10913",3007513960901,"Egg, & poultry","No",NA,NA,NA,"Tier 0",0
"10914",3007513960901,"Meat and meat products","No",NA,NA,NA,"Tier 0",0
"10915",3007513960901,"Fish (smoked/fresh)","No",NA,NA,NA,"Tier 0",0
"10916",3007513960901,"Sugar & Salt","Yes",170,0,0,"Tier 0",0
"10917",3007513960901,"Other food items ","No",NA,NA,NA,"Tier 0",0
"10918",3007513960901,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 0",0
"10919",3007513960901,"Beverages ","No",NA,NA,NA,"Tier 0",0
"10920",3007513960901,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 0",0
"10921",3007513961001,"Cereals & cereal products ","Yes",0,650,0,"Tier 0",0
"10922",3007513961001,"Pulses & nuts ","Yes",0,260,0,"Tier 0",0
"10923",3007513961001,"Milk & milk products ","No",NA,NA,NA,"Tier 0",0
"10924",3007513961001,"Edible oil ","Yes",240,0,0,"Tier 0",0
"10925",3007513961001,"Vegetables ","Yes",150,0,0,"Tier 0",0
"10926",3007513961001,"Egg, & poultry","No",NA,NA,NA,"Tier 0",0
"10927",3007513961001,"Meat and meat products","No",NA,NA,NA,"Tier 0",0
"10928",3007513961001,"Fish (smoked/fresh)","Yes",200,0,0,"Tier 0",0
"10929",3007513961001,"Sugar & Salt","Yes",100,0,0,"Tier 0",0
"10930",3007513961001,"Other food items ","No",NA,NA,NA,"Tier 0",0
"10931",3007513961001,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 0",0
"10932",3007513961001,"Beverages ","No",NA,NA,NA,"Tier 0",0
"10933",3007513961001,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 0",0
"10934",3007513961002,"Cereals & cereal products ","Yes",500,1000,0,"Tier 0",0
"10935",3007513961002,"Pulses & nuts ","No",NA,NA,NA,"Tier 0",0
"10936",3007513961002,"Milk & milk products ","No",NA,NA,NA,"Tier 0",0
"10937",3007513961002,"Edible oil ","No",NA,NA,NA,"Tier 0",0
"10938",3007513961002,"Vegetables ","No",NA,NA,NA,"Tier 0",0
"10939",3007513961002,"Egg, & poultry","No",NA,NA,NA,"Tier 0",0
"10940",3007513961002,"Meat and meat products","No",NA,NA,NA,"Tier 0",0
"10941",3007513961002,"Fish (smoked/fresh)","No",NA,NA,NA,"Tier 0",0
"10942",3007513961002,"Sugar & Salt","Yes",200,0,50,"Tier 0",0
"10943",3007513961002,"Other food items ","No",NA,NA,NA,"Tier 0",0
"10944",3007513961002,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 0",0
"10945",3007513961002,"Beverages ","No",NA,NA,NA,"Tier 0",0
"10946",3007513961002,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 0",0
"10947",3007513961101,"Cereals & cereal products ","Yes",1500,0,0,"Tier 0",0
"10948",3007513961101,"Pulses & nuts ","No",NA,NA,NA,"Tier 0",0
"10949",3007513961101,"Milk & milk products ","No",NA,NA,NA,"Tier 0",0
"10950",3007513961101,"Edible oil ","No",NA,NA,NA,"Tier 0",0
"10951",3007513961101,"Vegetables ","No",NA,NA,NA,"Tier 0",0
"10952",3007513961101,"Egg, & poultry","No",NA,NA,NA,"Tier 0",0
"10953",3007513961101,"Meat and meat products","Yes",200,0,0,"Tier 0",0
"10954",3007513961101,"Fish (smoked/fresh)","No",NA,NA,NA,"Tier 0",0
"10955",3007513961101,"Sugar & Salt","Yes",100,0,200,"Tier 0",0
"10956",3007513961101,"Other food items ","No",NA,NA,NA,"Tier 0",0
"10957",3007513961101,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 0",0
"10958",3007513961101,"Beverages ","No",NA,NA,NA,"Tier 0",0
"10959",3007513961101,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 0",0
"10960",3007513961701,"Cereals & cereal products ","Yes",6000,0,0,"Tier 0",0
"10961",3007513961701,"Pulses & nuts ","No",NA,NA,NA,"Tier 0",0
"10962",3007513961701,"Milk & milk products ","No",NA,NA,NA,"Tier 0",0
"10963",3007513961701,"Edible oil ","No",NA,NA,NA,"Tier 0",0
"10964",3007513961701,"Vegetables ","No",NA,NA,NA,"Tier 0",0
"10965",3007513961701,"Egg, & poultry","No",NA,NA,NA,"Tier 0",0
"10966",3007513961701,"Meat and meat products","No",NA,NA,NA,"Tier 0",0
"10967",3007513961701,"Fish (smoked/fresh)","No",NA,NA,NA,"Tier 0",0
"10968",3007513961701,"Sugar & Salt","Yes",500,0,0,"Tier 0",0
"10969",3007513961701,"Other food items ","No",NA,NA,NA,"Tier 0",0
"10970",3007513961701,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 0",0
"10971",3007513961701,"Beverages ","No",NA,NA,NA,"Tier 0",0
"10972",3007513961701,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 0",0
"10973",3007513961703,"Cereals & cereal products ","Yes",500,0,0,"Tier 0",0
"10974",3007513961703,"Pulses & nuts ","No",NA,NA,NA,"Tier 0",0
"10975",3007513961703,"Milk & milk products ","No",NA,NA,NA,"Tier 0",0
"10976",3007513961703,"Edible oil ","No",NA,NA,NA,"Tier 0",0
"10977",3007513961703,"Vegetables ","No",NA,NA,NA,"Tier 0",0
"10978",3007513961703,"Egg, & poultry","No",NA,NA,NA,"Tier 0",0
"10979",3007513961703,"Meat and meat products","No",NA,NA,NA,"Tier 0",0
"10980",3007513961703,"Fish (smoked/fresh)","No",NA,NA,NA,"Tier 0",0
"10981",3007513961703,"Sugar & Salt","No",NA,NA,NA,"Tier 0",0
"10982",3007513961703,"Other food items ","No",NA,NA,NA,"Tier 0",0
"10983",3007513961703,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 0",0
"10984",3007513961703,"Beverages ","No",NA,NA,NA,"Tier 0",0
"10985",3007513961703,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 0",0
"10986",3007513962901,"Cereals & cereal products ","Yes",1000,0,0,"Tier 0",0
"10987",3007513962901,"Pulses & nuts ","Yes",500,0,0,"Tier 0",0
"10988",3007513962901,"Milk & milk products ","No",NA,NA,NA,"Tier 0",0
"10989",3007513962901,"Edible oil ","No",NA,NA,NA,"Tier 0",0
"10990",3007513962901,"Vegetables ","Yes",200,0,0,"Tier 0",0
"10991",3007513962901,"Egg, & poultry","No",NA,NA,NA,"Tier 0",0
"10992",3007513962901,"Meat and meat products","No",NA,NA,NA,"Tier 0",0
"10993",3007513962901,"Fish (smoked/fresh)","No",NA,NA,NA,"Tier 0",0
"10994",3007513962901,"Sugar & Salt","Yes",100,0,0,"Tier 0",0
"10995",3007513962901,"Other food items ","No",NA,NA,NA,"Tier 0",0
"10996",3007513962901,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 0",0
"10997",3007513962901,"Beverages ","No",NA,NA,NA,"Tier 0",0
"10998",3007513962901,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 0",0
"10999",3007513963001,"Cereals & cereal products ","No",NA,NA,NA,"Tier 0",0
"11000",3007513963001,"Pulses & nuts ","No",NA,NA,NA,"Tier 0",0
"11001",3007513963001,"Milk & milk products ","No",NA,NA,NA,"Tier 0",0
"11002",3007513963001,"Edible oil ","No",NA,NA,NA,"Tier 0",0
"11003",3007513963001,"Vegetables ","No",NA,NA,NA,"Tier 0",0
"11004",3007513963001,"Egg, & poultry","No",NA,NA,NA,"Tier 0",0
"11005",3007513963001,"Meat and meat products","No",NA,NA,NA,"Tier 0",0
"11006",3007513963001,"Fish (smoked/fresh)","No",NA,NA,NA,"Tier 0",0
"11007",3007513963001,"Sugar & Salt","Yes",100,0,0,"Tier 0",0
"11008",3007513963001,"Other food items ","No",NA,NA,NA,"Tier 0",0
"11009",3007513963001,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 0",0
"11010",3007513963001,"Beverages ","No",NA,NA,NA,"Tier 0",0
"11011",3007513963001,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 0",0
"11012",3007513963101,"Cereals & cereal products ","Yes",2000,5,2,"Tier 0",0
"11013",3007513963101,"Pulses & nuts ","No",NA,NA,NA,"Tier 0",0
"11014",3007513963101,"Milk & milk products ","No",NA,NA,NA,"Tier 0",0
"11015",3007513963101,"Edible oil ","No",NA,NA,NA,"Tier 0",0
"11016",3007513963101,"Vegetables ","No",NA,NA,NA,"Tier 0",0
"11017",3007513963101,"Egg, & poultry","No",NA,NA,NA,"Tier 0",0
"11018",3007513963101,"Meat and meat products","No",NA,NA,NA,"Tier 0",0
"11019",3007513963101,"Fish (smoked/fresh)","No",NA,NA,NA,"Tier 0",0
"11020",3007513963101,"Sugar & Salt","Yes",100,0,0,"Tier 0",0
"11021",3007513963101,"Other food items ","Yes",350,0,5,"Tier 0",0
"11022",3007513963101,"Meals/food bought outside home ","Yes",200,0,0,"Tier 0",0
"11023",3007513963101,"Beverages ","No",NA,NA,NA,"Tier 0",0
"11024",3007513963101,"Alcohol, tobacco and cigarettes","Yes",150,0,3,"Tier 0",0
"11025",3007513963301,"Cereals & cereal products ","Yes",1000,0,15,"Tier 0",0
"11026",3007513963301,"Pulses & nuts ","No",NA,NA,NA,"Tier 0",0
"11027",3007513963301,"Milk & milk products ","No",NA,NA,NA,"Tier 0",0
"11028",3007513963301,"Edible oil ","No",NA,NA,NA,"Tier 0",0
"11029",3007513963301,"Vegetables ","No",NA,NA,NA,"Tier 0",0
"11030",3007513963301,"Egg, & poultry","No",NA,NA,NA,"Tier 0",0
"11031",3007513963301,"Meat and meat products","No",NA,NA,NA,"Tier 0",0
"11032",3007513963301,"Fish (smoked/fresh)","No",NA,NA,NA,"Tier 0",0
"11033",3007513963301,"Sugar & Salt","Yes",50,0,0,"Tier 0",0
"11034",3007513963301,"Other food items ","No",NA,NA,NA,"Tier 0",0
"11035",3007513963301,"Meals/food bought outside home ","Yes",350,0,0,"Tier 0",0
"11036",3007513963301,"Beverages ","No",NA,NA,NA,"Tier 0",0
"11037",3007513963301,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 0",0
"11038",3007513963401,"Cereals & cereal products ","Yes",1000,0,0,"Tier 0",0
"11039",3007513963401,"Pulses & nuts ","No",NA,NA,NA,"Tier 0",0
"11040",3007513963401,"Milk & milk products ","No",NA,NA,NA,"Tier 0",0
"11041",3007513963401,"Edible oil ","No",NA,NA,NA,"Tier 0",0
"11042",3007513963401,"Vegetables ","No",NA,NA,NA,"Tier 0",0
"11043",3007513963401,"Egg, & poultry","No",NA,NA,NA,"Tier 0",0
"11044",3007513963401,"Meat and meat products","No",NA,NA,NA,"Tier 0",0
"11045",3007513963401,"Fish (smoked/fresh)","No",NA,NA,NA,"Tier 0",0
"11046",3007513963401,"Sugar & Salt","Yes",70,0,0,"Tier 0",0
"11047",3007513963401,"Other food items ","Yes",320,0,0,"Tier 0",0
"11048",3007513963401,"Meals/food bought outside home ","Yes",600,0,0,"Tier 0",0
"11049",3007513963401,"Beverages ","No",NA,NA,NA,"Tier 0",0
"11050",3007513963401,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 0",0
"11051",3008503060501,"Cereals & cereal products ","Yes",15000,0,0,"Tier 2",1
"11052",3008503060501,"Pulses & nuts ","Yes",600,0,0,"Tier 2",1
"11053",3008503060501,"Milk & milk products ","No",NA,NA,NA,"Tier 2",1
"11054",3008503060501,"Edible oil ","No",NA,NA,NA,"Tier 2",1
"11055",3008503060501,"Vegetables ","Yes",500,0,0,"Tier 2",1
"11056",3008503060501,"Egg, & poultry","No",NA,NA,NA,"Tier 2",1
"11057",3008503060501,"Meat and meat products","No",NA,NA,NA,"Tier 2",1
"11058",3008503060501,"Fish (smoked/fresh)","No",NA,NA,NA,"Tier 2",1
"11059",3008503060501,"Sugar & Salt","Yes",100,0,0,"Tier 2",1
"11060",3008503060501,"Other food items ","No",NA,NA,NA,"Tier 2",1
"11061",3008503060501,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 2",1
"11062",3008503060501,"Beverages ","No",NA,NA,NA,"Tier 2",1
"11063",3008503060501,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 2",1
"11064",3008503060601,"Cereals & cereal products ","Yes",13500,0,0,"Tier 3",1
"11065",3008503060601,"Pulses & nuts ","Yes",2000,0,0,"Tier 3",1
"11066",3008503060601,"Milk & milk products ","Yes",500,0,0,"Tier 3",1
"11067",3008503060601,"Edible oil ","Yes",600,0,0,"Tier 3",1
"11068",3008503060601,"Vegetables ","Yes",1000,0,0,"Tier 3",1
"11069",3008503060601,"Egg, & poultry","Yes",7500,0,0,"Tier 3",1
"11070",3008503060601,"Meat and meat products","No",NA,NA,NA,"Tier 3",1
"11071",3008503060601,"Fish (smoked/fresh)","Yes",400,0,0,"Tier 3",1
"11072",3008503060601,"Sugar & Salt","Yes",300,0,0,"Tier 3",1
"11073",3008503060601,"Other food items ","Yes",400,0,0,"Tier 3",1
"11074",3008503060601,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 3",1
"11075",3008503060601,"Beverages ","Yes",300,0,0,"Tier 3",1
"11076",3008503060601,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 3",1
"11077",3008503061001,"Cereals & cereal products ","No",NA,NA,NA,"Tier 3",1
"11078",3008503061001,"Pulses & nuts ","No",NA,NA,NA,"Tier 3",1
"11079",3008503061001,"Milk & milk products ","No",NA,NA,NA,"Tier 3",1
"11080",3008503061001,"Edible oil ","No",NA,NA,NA,"Tier 3",1
"11081",3008503061001,"Vegetables ","Yes",500,0,0,"Tier 3",1
"11082",3008503061001,"Egg, & poultry","Yes",100,0,0,"Tier 3",1
"11083",3008503061001,"Meat and meat products","No",NA,NA,NA,"Tier 3",1
"11084",3008503061001,"Fish (smoked/fresh)","No",NA,NA,NA,"Tier 3",1
"11085",3008503061001,"Sugar & Salt","Yes",100,0,0,"Tier 3",1
"11086",3008503061001,"Other food items ","No",NA,NA,NA,"Tier 3",1
"11087",3008503061001,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 3",1
"11088",3008503061001,"Beverages ","No",NA,NA,NA,"Tier 3",1
"11089",3008503061001,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 3",1
"11090",3008503061101,"Cereals & cereal products ","No",NA,NA,NA,"Tier 3",1
"11091",3008503061101,"Pulses & nuts ","Yes",1000,0,0,"Tier 3",1
"11092",3008503061101,"Milk & milk products ","Yes",500,0,0,"Tier 3",1
"11093",3008503061101,"Edible oil ","No",NA,NA,NA,"Tier 3",1
"11094",3008503061101,"Vegetables ","Yes",1000,0,0,"Tier 3",1
"11095",3008503061101,"Egg, & poultry","Yes",800,0,0,"Tier 3",1
"11096",3008503061101,"Meat and meat products","Yes",1500,0,0,"Tier 3",1
"11097",3008503061101,"Fish (smoked/fresh)","No",NA,NA,NA,"Tier 3",1
"11098",3008503061101,"Sugar & Salt","Yes",500,0,0,"Tier 3",1
"11099",3008503061101,"Other food items ","No",NA,NA,NA,"Tier 3",1
"11100",3008503061101,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 3",1
"11101",3008503061101,"Beverages ","No",NA,NA,NA,"Tier 3",1
"11102",3008503061101,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 3",1
"11103",3008503061602,"Cereals & cereal products ","Yes",2000,0,0,"Tier 3",1
"11104",3008503061602,"Pulses & nuts ","Yes",500,0,0,"Tier 3",1
"11105",3008503061602,"Milk & milk products ","No",NA,NA,NA,"Tier 3",1
"11106",3008503061602,"Edible oil ","No",NA,NA,NA,"Tier 3",1
"11107",3008503061602,"Vegetables ","Yes",2000,0,0,"Tier 3",1
"11108",3008503061602,"Egg, & poultry","No",NA,NA,NA,"Tier 3",1
"11109",3008503061602,"Meat and meat products","No",NA,NA,NA,"Tier 3",1
"11110",3008503061602,"Fish (smoked/fresh)","No",NA,NA,NA,"Tier 3",1
"11111",3008503061602,"Sugar & Salt","Yes",100,0,0,"Tier 3",1
"11112",3008503061602,"Other food items ","No",NA,NA,NA,"Tier 3",1
"11113",3008503061602,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 3",1
"11114",3008503061602,"Beverages ","No",NA,NA,NA,"Tier 3",1
"11115",3008503061602,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 3",1
"11116",3008503062101,"Cereals & cereal products ","Yes",2625,0,0,"Tier 2",1
"11117",3008503062101,"Pulses & nuts ","Yes",1125,0,0,"Tier 2",1
"11118",3008503062101,"Milk & milk products ","No",NA,NA,NA,"Tier 2",1
"11119",3008503062101,"Edible oil ","Yes",350,0,0,"Tier 2",1
"11120",3008503062101,"Vegetables ","Yes",420,0,0,"Tier 2",1
"11121",3008503062101,"Egg, & poultry","No",NA,NA,NA,"Tier 2",1
"11122",3008503062101,"Meat and meat products","No",NA,NA,NA,"Tier 2",1
"11123",3008503062101,"Fish (smoked/fresh)","No",NA,NA,NA,"Tier 2",1
"11124",3008503062101,"Sugar & Salt","Yes",590,0,0,"Tier 2",1
"11125",3008503062101,"Other food items ","No",NA,NA,NA,"Tier 2",1
"11126",3008503062101,"Meals/food bought outside home ","No",NA,NA,NA,"Tier 2",1
"11127",3008503062101,"Beverages ","No",NA,NA,NA,"Tier 2",1
"11128",3008503062101,"Alcohol, tobacco and cigarettes","No",NA,NA,NA,"Tier 2",1
"11129",3008503062201,"Cereals & cereal products ","Yes",1000,0,0,"Tier 2",1
"11130",3008503062201,"Pulses & nuts ","Yes",500,0,0,"Tier 2",1
"11131",3008503062201,"Milk & milk products ","No",NA,NA,NA,"Tier 2",1
