"","hh_id","e1","c136__1","c136__2","c136__3","e_start","index_random_2","index_random_3","random_percentage_3","e_2","solar_system","solar_full_price","solar_price","e_amount","e_3","e_3b","e_3b_oth","e_4","e_4b","e_4b_oth","e_5","e_5b","e_5b_oth","e_6","e_7","e_7_oth","elc_aggr_tier","locality"
"413",2000515603201,"No","No","No","No","2017-11-17T07:20:40-05:00",0,0,0.33,2,"Tier 1",9000,2970,2970,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"414",2000515603302,"No","No","No","No","2017-11-17T07:56:34-05:00",0,1,0.66,1,"Tier 1",9000,5940,5940,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"415",2000515603502,"No","No","No","No","2017-11-17T06:53:40-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"416",2000515604401,"No","No","No","No","2017-11-17T08:21:50-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"",NA,NA,"","Tier 0",0
"417",2000515604409,"No","No","No","No","2017-11-17T07:32:08-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"418",2000515604411,"No","No","No","No","2017-11-17T06:35:52-05:00",1,2,1,2,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"",NA,NA,"","Tier 0",0
"419",2000515604601,"No","No","No","No","2017-11-17T05:54:22-05:00",0,1,0.66,2,"Tier 1",9000,5940,5940,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"420",2003500840103,"Yes","No","No","No","2017-11-14T07:59:25-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","I am satisfied with my current electricity/energy source","",NA,NA,"","Tier 3",1
"421",2003500840401,"Yes","No","No","No","2017-11-15T08:14:13-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 4",1
"422",2003500841301,"Yes","No","No","No","2017-11-15T09:09:15-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 4",1
"423",2003500841402,"Yes","No","No","No","2017-11-15T09:43:23-05:00",0,1,0.66,1,"Tier 1",9000,5940,5940,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 3",1
"424",2003500841704,"Yes","No","No","No","2017-11-14T08:36:52-05:00",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","I am satisfied with my current electricity/energy source","",NA,NA,"","Tier 3",1
"425",2003500842002,"Yes","No","No","No","2017-11-14T09:25:47-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","I am satisfied with my current electricity/energy source","","Tier 3",1
"426",2003500842202,"Yes","No","No","No","2017-11-15T07:57:28-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 1",1
"427",2003500842501,"Yes","No","No","No","2017-11-15T08:01:15-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"","Tier 3",1
"428",2003500842601,"No","No","No","No","2017-11-15T09:13:40-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"429",2003500843001,"Yes","No","No","No","2017-11-15T10:05:17-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 3",1
"430",2003500843101,"Yes","No","No","No","2017-11-15T09:36:59-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 2",1
"431",2003500843401,"Yes","No","No","No","2017-11-15T10:47:25-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 3",1
"432",2003500843403,"Yes","No","No","No","2017-11-15T11:16:44-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 4",1
"433",2003500843408,"Yes","No","No","No","2017-11-15T09:07:36-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 3",1
"434",2003508340103,"No","No","No","No","2017-12-02T06:40:42",0,2,1,1,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","Yes",NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"435",2003508340104,"No","No","No","No","2017-12-02T07:04:17",0,1,0.66,1,"Tier 1",9000,5940,5940,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"436",2003508340301,"No","No","No","No","2017-12-02T05:22:41",0,0,0.33,1,"Tier 1",9000,2970,2970,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"437",2003508340302,"No","No","No","No","2017-12-02T05:36:22",0,2,1,1,"Tier 1",9000,9000,9000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"438",2003508340501,"No","No","No","No","2017-12-02T06:35:32",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",1
"439",2003508340502,"No","No","No","No","2017-12-02T05:34:39",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","Maintenance/servicing of device is not available","","Don't know","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",1
"440",2003508340504,"No","No","No","No","2017-12-02T06:59:09",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","Cannot afford the payment","","Yes",NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"441",2003508340505,"No","No","No","No","2017-12-02T08:17:41",0,2,1,1,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","Yes",NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"442",2003508340506,"No","No","No","No","2017-12-02T07:39:46",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",1
"443",2003508340507,"No","No","No","No","2017-12-02T06:25:37",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"444",2003508340508,"No","No","No","No","2017-12-02T05:12:37",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",1
"445",2003508340601,"No","No","No","No","2017-12-02T06:18:59",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",1
"446",2003508340602,"No","No","No","No","2017-12-02T06:37:34",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",1
"447",2003508340603,"No","No","No","No","2017-12-02T05:13:58",0,1,0.66,1,"Tier 1",9000,5940,5940,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"448",2003509020103,"Yes","No","No","No","2017-11-16T06:56:41-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 4",1
"449",2003509020301,"Yes","No","No","No","2017-11-16T05:25:23-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 3",1
"450",2003509021301,"Yes","No","No","No","2017-11-16T07:47:03-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 3",1
"451",2003509021302,"Yes","No","No","No","2017-11-16T07:52:24-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 2",1
"452",2003509021801,"Yes","No","No","No","2017-11-16T08:20:38-05:00",1,1,0.66,2,"Tier 2",1e+05,66000,66000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 4",1
"453",2003509022004,"Yes","No","No","No","2017-11-16T07:46:37-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"",NA,NA,"","Tier 4",1
"454",2003509022006,"Yes","No","No","No","2017-11-16T06:11:30-05:00",0,1,0.66,2,"Tier 1",9000,5940,5940,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 2",1
"455",2003509022102,"Yes","No","No","No","2017-11-16T07:53:00-05:00",0,1,0.66,2,"Tier 1",9000,5940,5940,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 4",1
"456",2003509022105,"Yes","No","No","No","2017-11-16T08:35:30-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 3",1
"457",2003509022203,"Yes","No","No","No","2017-11-16T06:49:59-05:00",0,0,0.33,1,"Tier 1",9000,2970,2970,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 4",1
"458",2003509022405,"Yes","No","No","No","2017-11-16T07:06:29-05:00",1,2,1,2,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","Yes",NA,"",NA,NA,"",NA,NA,"","Tier 4",1
"459",2003509022702,"Yes","No","No","No","2017-11-16T09:37:57-05:00",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 2",1
"460",2003509023202,"Yes","No","No","No","2017-11-16T06:58:51-05:00",0,0,0.33,1,"Tier 1",9000,2970,2970,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 2",1
"461",2003509023205,"Yes","No","No","No","2017-11-16T08:15:42-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 4",1
"462",2004508700801,"No","No","No","No","2017-11-12T06:41:39-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"463",2004508700901,"No","No","No","No","2017-11-11T18:26:36-05:00",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"464",2004508701603,"No","No","No","No","2017-11-12T07:17:36-05:00",1,2,1,2,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"465",2004508701701,"No","No","No","No","2017-11-12T06:53:23-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"466",2004508701801,"No","No","No","No","2017-11-12T08:00:27-05:00",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"467",2004508702003,"No","No","No","No","2017-11-11T19:44:10-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"468",2004508702004,"No","No","No","No","2017-11-12T06:26:51-05:00",0,2,1,2,"Tier 1",9000,9000,9000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"469",2004508702005,"No","No","No","No","2017-11-12T08:38:52-05:00",1,2,1,2,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"470",2004508702008,"No","No","No","No","2017-11-12T09:35:25-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"471",2004508702102,"No","No","No","No","2017-11-12T07:19:49-05:00",1,2,1,2,"Tier 2",1e+05,1e+05,1e+05,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"472",2004508702401,"No","No","No","No","2017-11-12T08:09:32-05:00",0,1,0.66,1,"Tier 1",9000,5940,5940,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"473",2004508702501,"No","No","No","No","2017-11-12T08:57:58-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"474",2004508702802,"No","No","No","No","2017-11-11T20:50:17-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"475",2004508702803,"No","No","No","No","2017-11-12T08:53:48-05:00",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"476",2005501100103,"No","No","No","No","2017-11-16T05:41:31-05:00",1,0,0.33,1,"Tier 2",1e+05,33000,33000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"477",2005501100105,"No","No","No","No","2017-11-17T05:47:50-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"478",2005501100108,"No","No","No","No","2017-11-17T06:52:53-05:00",1,0,0.33,1,"Tier 2",1e+05,33000,33000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"479",2005501100201,"No","No","No","No","2017-11-17T07:35:59-05:00",0,0,0.33,1,"Tier 1",9000,2970,2970,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"480",2005501100202,"No","No","No","No","2017-11-16T06:34:59-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"481",2005501100203,"No","No","No","No","2017-11-16T07:20:27-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"482",2005501100204,"No","No","No","No","2017-11-17T05:34:35-05:00",0,1,0.66,1,"Tier 1",9000,5940,5940,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"483",2005501100305,"No","No","No","No","2017-11-17T05:36:12-05:00",0,0,0.33,1,"Tier 1",9000,2970,2970,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"484",2005501100308,"No","No","No","No","2017-11-17T06:19:15-05:00",0,1,0.66,1,"Tier 1",9000,5940,5940,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"485",2005501100510,"No","No","No","No","2017-11-17T06:56:07-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"486",2005501100511,"No","No","No","No","2017-11-17T07:07:52-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"487",2005501100602,"No","No","No","No","2017-11-17T07:29:00-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"488",2005501100706,"No","No","No","No","2017-11-17T06:22:04-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"489",2005501101701,"No","No","No","No","2017-11-17T06:51:04-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"490",2005503121402,"Yes","No","No","No","2017-11-22T09:37:31-05:00",1,0,0.33,1,"Tier 2",1e+05,33000,33000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 4",0
"491",2005503121503,"Yes","No","No","No","2017-11-22T07:40:39-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 4",0
"492",2005503122201,"Yes","No","No","No","2017-11-22T07:41:17-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 2",0
"493",2005503123005,"Yes","No","No","No","2017-11-22T08:35:02-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 3",0
"494",2005503123501,"Yes","No","No","No","2017-11-22T10:46:04-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 3",0
"495",2005503124002,"No","No","No","No","2017-11-22T11:10:45-05:00",1,2,1,2,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"496",2005503124201,"Yes","No","No","No","2017-11-22T08:58:34-05:00",1,1,0.66,2,"Tier 2",1e+05,66000,66000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 2",0
"497",2005503124301,"Yes","No","No","No","2017-11-22T09:32:34-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 4",0
"498",2005503124601,"No","No","No","No","2017-12-16T06:00:22",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"499",2005503124702,"Yes","No","No","No","2017-11-22T10:06:56-05:00",0,1,0.66,1,"Tier 1",9000,5940,5940,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 4",0
"500",2005503126005,"Yes","No","No","No","2017-11-22T10:00:26-05:00",0,1,0.66,1,"Tier 1",9000,5940,5940,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 3",0
"501",2005503126007,"Yes","No","No","No","2017-12-16T06:09:43",0,1,0.66,3,"Tier 1",9000,5940,5940,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 3",0
"502",2005503126101,"No","No","No","No","2017-11-22T09:13:24-05:00",1,0,0.33,1,"Tier 2",1e+05,33000,33000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"503",2005503126901,"Yes","No","No","No","2017-11-22T07:29:29-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 3",0
"504",2007516860101,"No","No","No","No","2017-11-28T06:19:43",1,0,0.33,1,"Tier 2",1e+05,33000,33000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"505",2007516860103,"No","No","No","No","2017-11-28T05:51:47",0,2,1,1,"Tier 1",9000,9000,9000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"506",2007516860109,"No","No","No","No","2017-11-28T06:51:28",0,2,1,1,"Tier 1",9000,9000,9000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"507",2007516860110,"No","No","No","No","2017-11-28T08:25:02-05:00",1,0,0.33,1,"Tier 2",1e+05,33000,33000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"508",2007516860207,"No","No","No","No","2017-11-28T08:00:24-05:00",0,0,0.33,1,"Tier 1",9000,2970,2970,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"509",2007516860209,"No","No","No","No","2017-11-28T09:49:25-05:00",0,1,0.66,1,"Tier 1",9000,5940,5940,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"510",2007516860301,"No","No","No","No","2017-11-28T07:43:11-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"511",2007516860401,"No","No","No","No","2017-11-28T06:14:29-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"512",2007516860402,"No","No","No","No","2017-11-28T07:09:28-05:00",0,0,0.33,1,"Tier 1",9000,2970,2970,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"513",2007516860901,"No","No","No","No","2017-11-28T08:17:14",0,0,0.33,1,"Tier 1",9000,2970,2970,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"514",2007516861301,"No","No","No","No","2017-11-28T06:24:19-05:00",1,0,0.33,1,"Tier 2",1e+05,33000,33000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",0
"515",2007516861601,"No","No","No","No","2017-11-28T08:49:00-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"516",2007516861701,"No","No","No","No","2017-11-28T06:26:08-05:00",0,0,0.33,2,"Tier 1",9000,2970,2970,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",0
"517",2007516861702,"No","No","No","No","2017-11-28T05:45:48-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"",NA,NA,"","Tier 0",0
"518",2009501280101,"No","No","No","No","2017-12-01T06:24:43-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",1
"519",2009501280102,"No","No","No","No","2017-12-01T07:33:29",0,2,1,1,"Tier 1",9000,9000,9000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"520",2009501280201,"No","No","No","No","2017-12-01T07:07:31-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"521",2009501280501,"No","No","No","No","2017-12-01T06:22:34",0,1,0.66,1,"Tier 1",9000,5940,5940,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"522",2009501280503,"No","No","No","No","2017-12-01T06:16:10-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"523",2009501280901,"No","No","No","No","2017-12-01T06:55:29-05:00",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",1
"524",2009501281201,"No","No","No","No","2017-12-01T08:16:31-05:00",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"525",2009501281501,"No","No","No","No","2017-12-01T05:52:09-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"526",2009501281502,"No","No","No","No","2017-12-01T08:47:24",1,2,1,NA,"Tier 2",1e+05,1e+05,1e+05,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"527",2009501281601,"No","No","No","No","2017-12-01T06:15:44-05:00",0,0,0.33,1,"Tier 1",9000,2970,2970,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",1
"528",2009501281701,"No","No","No","No","2017-12-01T07:26:11-05:00",1,0,0.33,1,"Tier 2",1e+05,33000,33000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"529",2009501281801,"No","No","No","No","2017-12-01T08:46:54-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",1
"530",2009501281802,"No","No","No","No","2017-12-01T06:57:17",0,2,1,1,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","Yes",NA,"",NA,NA,"","Tier 0",1
"531",2009501281803,"No","No","No","No","2017-12-01T08:44:40-05:00",0,2,1,1,"Tier 1",9000,9000,9000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",1
"532",2009502380701,"No","No",NA,"No","2017-11-29T04:45:34",0,2,1,1,"Tier 1",9000,9000,9000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"533",2009502381601,"Yes","No","No","No","2017-11-29T06:19:03",1,1,0.66,1,"Tier 2",1e+05,66000,66000,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 4",1
"534",2009502381801,"No","No","No","No","2017-12-01T11:45:37",1,0,0.33,2,"Tier 2",1e+05,33000,33000,"No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","No","Cannot afford the payment","","Tier 0",1
"535",2009502382102,"No","No","No","No","2017-11-29T06:36:30",1,0,0.33,1,"Tier 2",1e+05,33000,33000,"No","I am satisfied with my current electricity/energy source","",NA,NA,"",NA,NA,"",NA,NA,"","Tier 0",1
"536",2009502384201,"Yes","No","No","No","2017-11-29T05:16:39",1,2,1,1,"Tier 2",1e+05,1e+05,1e+05,"Yes",NA,"",NA,NA,"",NA,NA,"",NA,NA,"","Tier 4",1
