"","hh_id","c1","c2","c3","c4","c4_oth","c5","c6","c7","c8","c9","c10","c11","c12","c12_oth","c_13","c_13oth","c_14","c15","c16","c17","c18","c19","c19_oth","c_20","c_21","c_22","c_23","c_24","c_27","c_25","c_26__1","c_26__2","c_26__3","c_26__4","c_26__5","c_26__6","c_26__7","c_26__8","c_26__9","c_26__10","c_26__11","c_26__12","c_26__888","c_28a","c_29a","c_30a","c_31a","c32a_hours","c32a_min","c_28b","c_29b","c_30b","c_31b","c32b_hours","c32b_min","c_33","c33oth","c_34","c34_oth","c_35","c35_oth","c_36","c_37","c_38","c39_a","c39_b","c40","c41","c42","c42_oth","elc_aggr_tier"
"605",2011512801502,1,"Yes",NA,NA,"",NA,NA,3,2000,1000,1,1,"Neighbor","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,2000,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,6,888,888,888,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","No problems",NA,"Yes","No",NA,"","Tier 2"
"606",2011512801801,1,"Yes",NA,NA,"",NA,NA,10,3927,5000,0,0,"Energy company (NEPA/PHCN)","","Monthly","","Yes",1,"No","No",NA,NA,"","Cash","Respondent has energy bill and shows it",3927,164,NA,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,7,888,888,888,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Talk to community representative","","Someone not from power company",3,"Yes","Supply shortage/not enough hours of electricity","High cost of electricity","No","No",NA,"","Tier 2"
"607",2011512803301,1,"Yes",NA,NA,"",NA,NA,10,1500,1000,2,1,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,1500,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,6,3,2,888,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","No problems",NA,"No","No",NA,"","Tier 2"
"608",2011512803701,1,"Yes",NA,NA,"",NA,NA,2,2000,10000,1,1,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,2000,"No","No",0,0,0,0,0,0,0,1,0,0,0,0,0,6,2,6,24,4,27,6,2,6,20,4,20,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","Supply shortage/not enough hours of electricity","High cost of electricity","Yes","No",NA,"","Tier 2"
"609",2011512804202,1,"No",0,"Monthly fee is too expensive","","Yes","1 year to 2 years",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0"
"610",2011512805201,1,"Yes",NA,NA,"",NA,NA,8,5000,4000,1,1,"Energy company (NEPA/PHCN)","","Monthly","","Yes",18668,"Yes","No",NA,NA,"","Cash","Respondent has energy bill and shows it",5000,888,NA,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,6,3,2,888,"Electric generator","","Electric Generator","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","No problems",NA,"No","No",NA,"","Tier 3"
"611",2011512806101,1,"Yes",NA,NA,"",NA,NA,5,2000,5000,0,0,"Neighbor","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,2000,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4,8,10,2,40,"Electric generator","","Electric Generator","","Call/Visit/SMS utility company (DISCO)","","No-one: we wait until power returns",NA,"Yes","Low/high voltage problems or voltage fluctuations","High cost of electricity","Yes","No",NA,"","Tier 3"
"612",2011512806603,1,"Yes",NA,NA,"",NA,NA,1,4000,2000,2,1,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,4000,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,8,21,888,888,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","No problems",NA,"No","No",NA,"","Tier 3"
"613",2011512808903,1,"Yes",NA,NA,"",NA,NA,5,5500,13000,6,7,"Energy company (NEPA/PHCN)","","Monthly","","Yes",888,"No","No",NA,NA,"","Cash","Respondent does not have an energy bill",NA,NA,5500,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,80,2,14,"Rechargeable battery and storage devices (e.g.: car battery)","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"Yes","Low/high voltage problems or voltage fluctuations","High cost of electricity","Yes","No",NA,"","Tier 2"
"614",2011512808904,1,"No",0,"Cost of initial connection is too expensive","","Yes","Up to 6 months",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0"
"615",2011514580504,1,"Yes",NA,NA,"",NA,NA,15,4000,3500,1,1,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Utility (DISCO) estimates consumption","","Cash","Respondent does not have an energy bill",NA,NA,1000,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,8,7,3,20,"Candle","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","Unexpectedly high bills","High cost of electricity","Yes","No",NA,"","Tier 0"
"616",2011514580507,1,"Yes",NA,NA,"",NA,NA,4,1000,1700,0,0,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,1500,"No","No",0,0,0,0,1,1,1,0,0,0,0,0,0,4,1,3,10,5,0,10,1,8,7,2,0,"Candle","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","No problems",NA,"Yes","No",NA,"","Tier 1"
"617",2011514581205,1,"Yes",NA,NA,"",NA,NA,12,1200,2500,1,1,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,2000,"No","No",0,0,1,1,1,0,0,0,0,0,0,0,0,4,0,2,10,8,0,16,1,6,7,4,0,"Kerosene/ paraffin lamp","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","No problems",NA,"Yes","No",NA,"","Tier 1"
"618",2011514581601,2,"No",NA,"Cost of initial connection is too expensive","","Yes","Up to 6 months",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0"
"619",2011514581603,1,"Yes",NA,NA,"",NA,NA,12,2000,2500,3,2,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Utility (DISCO) estimates consumption","","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,1500,"No","No",0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,2,14,3,0,16,4,6,7,14,0,"Candle","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","Unexpectedly high bills",NA,"Yes","No",NA,"","Tier 4"
"620",2011514582103,1,"Yes",NA,NA,"",NA,NA,30,3000,10000,7,14,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,3000,"No","No",0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,4,7,6,30,10,2,8,5,3,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call/Visit/SMS utility company (DISCO)","","The power company",2,"No","High cost of electricity",NA,"No","No",NA,"","Tier 2"
"621",2011514582302,1,"Yes",NA,NA,"",NA,NA,6,1500,3000,1,4,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Utility (DISCO) estimates consumption","","Cash","Respondent does not have an energy bill",NA,NA,500,"No","No",0,0,1,1,0,0,0,0,0,0,0,0,0,3,3,3,14,56,0,15,4,5,7,21,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","Unpredictable interruptions",NA,"Yes","No",NA,"","Tier 3"
"622",2011514582304,1,"Yes",NA,NA,"",NA,NA,6,1000,1700,2,2,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,500,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,3,7,6,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","No problems",NA,"Yes","No",NA,"","Tier 1"
"623",2011514582502,1,"Yes",NA,NA,"",NA,NA,20,1000,2000,2,2,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,1000,"No","No",0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,4,8,6,0,7,2,5,7,7,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","No problems",NA,"Yes","No",NA,"","Tier 2"
"624",2011514582503,1,"Yes",NA,NA,"",NA,NA,20,5000,2000,2,7,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Utility (DISCO) estimates consumption","","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,2000,"No","No",0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,14,42,0,15,4,5,7,14,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","Unexpectedly high bills",NA,"Yes","No",NA,"","Tier 3"
"625",2011514582601,1,"Yes",NA,NA,"",NA,NA,20,4000,2500,3,0,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Utility (DISCO) estimates consumption","","Cash","Respondent does not have an energy bill",NA,NA,1000,"No","No",0,0,1,1,1,0,0,0,0,0,0,0,0,4,0,2,14,35,0,7,4,4,7,21,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","Supply shortage/not enough hours of electricity",NA,"Yes","No",NA,"","Tier 2"
"626",2011514583001,1,"Yes",NA,NA,"",NA,NA,14,1500,3000,2,2,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,1000,"No","No",0,0,1,1,0,0,0,0,0,0,0,0,0,3,3,3,7,56,0,12,4,5,7,21,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","The power company",3,"No","No problems",NA,"Yes","No",NA,"","Tier 3"
"627",2011514583101,1,"Yes",NA,NA,"",NA,NA,20,1000,1500,0,0,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,2500,"No","No",0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,7,49,0,6,2,3,7,14,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","No problems",NA,"Yes","No",NA,"","Tier 2"
"628",2011514583303,2,"Yes",NA,NA,"",NA,NA,18,111,NA,NA,NA,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,500,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,4,6,5,14,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","Supply shortage/not enough hours of electricity",NA,"No","No",NA,"","Tier 3"
"629",2011519100101,1,"Yes",NA,NA,"",NA,NA,3,2000,888,0,0,"Neighbor","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,2000,"No","No",0,0,0,0,0,0,1,1,1,0,0,0,0,6,3,3,7,5,25,6,3,3,7,4,30,"Electric generator","","Electric Generator","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"Yes","Low/high voltage problems or voltage fluctuations","Supply shortage/not enough hours of electricity","Yes","No",NA,"","Tier 2"
"630",2011519100201,1,"Yes",NA,NA,"",NA,NA,3,1000,2000,2,1,"Landlord","","Monthly","","No",NA,NA,NA,NA,"Utility (DISCO) estimates consumption","","Cash","Respondent does not have an energy bill",NA,NA,1000,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,6,3,2,888,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","No problems",NA,"Yes","No",NA,"","Tier 3"
"631",2011519100301,1,"Yes",NA,NA,"",NA,NA,3,1500,888,0,0,"Neighbor","","Monthly","","No",NA,NA,NA,NA,"Utility (DISCO) estimates consumption","","Cash","Respondent does not have an energy bill",NA,NA,1500,"No","No",0,0,0,0,0,0,0,1,1,0,0,0,0,12,3,12,888,888,888,12,3,888,888,888,888,"Local mini grid connection (e.g Rural electrification grid)","","Rechargeable battery and storage devices (e.g.: car battery)","","Talk to community representative","","No-one: we wait until power returns",NA,"No","High cost of electricity","Do not trust the supplier","Yes","No",NA,"","Tier 3"
"632",2011519100901,1,"Yes",NA,NA,"",NA,NA,27,3000,2000,3,0,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Utility (DISCO) estimates consumption","","Cash","Respondent does not have an energy bill",NA,NA,3000,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,1,7,14,888,"Electric generator","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","Supply shortage/not enough hours of electricity","Unpredictable interruptions","Yes","No",NA,"","Tier 2"
"633",2011519100911,1,"Yes",NA,NA,"",NA,NA,4,3000,2000,1,2,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,3000,"No","No",0,0,1,0,1,1,1,1,0,0,0,0,0,3,3,2,2,14,2,4,4,3,14,7,7,"Electric generator","","Electric Generator","","Call a local technician/local electrician/NEPA","","The power company",5,"No","No problems",NA,"No","No",NA,"","Tier 2"
"634",2011519100912,1,"Yes",NA,NA,"",NA,NA,10,3000,3000,14,0,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Utility (DISCO) estimates consumption","","Cash","Respondent does not have an energy bill",NA,NA,3000,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,28,7,7,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"Yes","Low/high voltage problems or voltage fluctuations","Maintenance/service problems","Yes","Yes","Carelessness or error","","Tier 0"
"635",2011519101101,1,"Yes",NA,NA,"",NA,NA,7,3000,1500,10,2,"Energy company (NEPA/PHCN)","","Monthly","","Yes",10323,"No","No",NA,NA,"","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,3000,"No","No",0,0,0,0,0,0,1,1,1,0,0,1,0,10,4,3,1,7,7,10,4,3,888,888,888,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","The power company",5,"Yes","No problems",NA,"Yes","No",NA,"","Tier 3"
"636",2011519101102,1,"Yes",NA,NA,"",NA,NA,6,4000,5500,3,0,"Energy company (NEPA/PHCN)","","Monthly","","Yes",888,"No","Yes",2,NA,"","Cash","Respondent does not have an energy bill",NA,NA,4000,"No","No",0,0,0,0,0,0,0,0,1,1,1,0,0,12,3,8,888,15,888,12,4,12,888,888,888,"Electric generator","","Electric Generator","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"Yes","Unexpectedly high bills","Do not trust the supplier","Yes","No",NA,"","Tier 3"
"637",2011519101301,1,"No",NA,"Cost of initial connection is too expensive","","Don't know",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0"
"638",2011519101303,1,"Yes",NA,NA,"",NA,NA,4,500,200,2,1,"Energy company (NEPA/PHCN)","","Monthly","","Yes",888,"No","No",NA,NA,"","Cash","Respondent has energy bill and shows it",3000,888,NA,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,4,4,2,888,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","No problems",NA,"Yes","No",NA,"","Tier 2"
"639",2011519101305,1,"No",3,"Monthly fee is too expensive","","Yes","Don't Know",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0"
"640",2011519101306,1,"No",1,"Cost of initial connection is too expensive","","Yes","Up to 6 months",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0"
"641",2011519101307,1,"Yes",NA,NA,"",NA,NA,2,4000,1500,7,2,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"No bill for electricity","",NA,NA,NA,NA,4000,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,2,888,888,888,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","Low/high voltage problems or voltage fluctuations","Unexpectedly high bills","Yes","No",NA,"","Tier 3"
"642",2011519101503,1,"Yes",NA,NA,"",NA,NA,8,3000,2000,2,1,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent has energy bill and shows it",3000,888,NA,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,6,4,3,888,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","No problems",NA,"Yes","No",NA,"","Tier 2"
"643",2011528240301,1,"No",1,"Cost of initial connection is too expensive","","No",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0"
"644",2011528240303,1,"No",2,"Cost of initial connection is too expensive","","No",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0"
"645",2011528240401,1,"Yes",NA,NA,"",NA,NA,11,4000,1800,7,3,"Energy company (NEPA/PHCN)","","Monthly","","Yes",150,"No","No",NA,NA,"","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,1500,"No","No",0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,7,35,0,15,4,5,14,21,0,"Candle","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","Unpredictable interruptions",NA,"Yes","No",NA,"","Tier 3"
"646",2011528241201,1,"Yes",NA,NA,"",NA,NA,30,500,3500,0,0,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,500,"No","No",0,0,0,0,0,0,1,1,1,1,0,0,0,888,888,888,888,888,888,888,888,888,888,888,888,"No back-up source","","No back-up source","","Call/Visit/SMS utility company (DISCO)","","The power company",0,"No","Unexpectedly high bills","High cost of electricity","No","No",NA,"","Tier 2"
"647",2011528241203,1,"Yes",NA,NA,"",NA,NA,5,50000,3500,0,0,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,500,"No","No",0,0,1,1,1,0,0,0,0,0,0,0,0,3,3,3,7,70,0,5,4,4,7,35,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","No problems",NA,"No","No",NA,"","Tier 2"
"648",2011528241303,2,"Yes",NA,NA,"",NA,NA,3,500,200,0,1,"Relative","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,500,"No","No",1,1,1,1,0,0,0,0,0,0,0,0,0,3,3,2,2,14,0,3,3,3,2,14,14,"Local mini grid connection (e.g Rural electrification grid)","","No back-up source","","Call/Visit/SMS utility company (DISCO)","","The power company",3,"No","Supply shortage/not enough hours of electricity",NA,"No","No",NA,"","Tier 0"
"649",2011528241502,1,"No",NA,"Monthly fee is too expensive","","No",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0"
"650",2011528241702,1,"Yes",NA,NA,"",NA,NA,25,2000,700,0,0,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,2000,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,111,NA,NA,"No back-up source","","No back-up source","","Call/Visit/SMS utility company (DISCO)","","The power company",0,"No","High cost of electricity","Unexpectedly high bills","No","No",NA,"","Tier 1"
"651",2011528241801,1,"No",4,"Cost of initial connection is too expensive","","No",NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0"
"652",2011528242501,1,"Yes",NA,NA,"",NA,NA,20,250,150,0,0,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,250,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,30,0,"Local mini grid connection (e.g Rural electrification grid)","","No back-up source","","Call a local technician/local electrician/NEPA","","The power company",1,"No","Supply shortage/not enough hours of electricity",NA,"No","No",NA,"","Tier 0"
"653",2011528242502,1,"Yes",NA,NA,"",NA,NA,10,250,150,0,2,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent does not have an energy bill",NA,NA,250,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,7,42,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","No problems",NA,"Yes","No",NA,"","Tier 1"
"654",2011528243201,1,"Yes",NA,NA,"",NA,NA,7,1500,1000,0,0,"Energy company (NEPA/PHCN)","","Monthly","","No",NA,NA,NA,NA,"Fixed monthly fee","","Cash","Respondent has energy bill but refuses to show it or could not locate it",NA,NA,1500,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,3,9,54,0,"Dry-cell (non-rechargeable) battery/ Torch/ Flashlight","","No back-up source","","Call a local technician/local electrician/NEPA","","No-one: we wait until power returns",NA,"No","No problems",NA,"Yes","No",NA,"","Tier 2"
