"","hh_id","i_cookstove__id","i3","i4","i5","i6","i7","i8","i9","i10","i11","i12","i13a","i13b","i14__111","i14__1","i14__2","i14__3","i14__4","i14__5","i14__6","i14__7","i14__8","i14__9","i14__10","i14__11","i14__12","i15","i16","i16_oth","i17","i18","i19a","i19b","i20a","i20b","i21","i22","i23","i24","i25","i26","i27","i31__1","i31__2","i31__3","i31__4","i31__5","i31__6","i31__7","i31__8","i31__9","i32","i32_oth","i33","i35","i36a","i36b","interview__key","elc_aggr_tier","locality"
"617",2010506000601,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,10,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","Outdoors","",NA,NA,"Wood purchased","Wood collected","Always available","Always available",10,7,3,90,90,120,15,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",500,0,"69-79-64-23","Tier 0",0
"618",2010506000801,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,1,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","Outdoors","",NA,NA,"Wood purchased","Not applicable","Always available",NA,6,7,3,20,40,60,20,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",1200,NA,"88-21-77-05","Tier 0",0
"619",2010506000901,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,1,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","Outdoors","",NA,NA,"Wood purchased","Not applicable","Mostly available",NA,7,7,3,20,40,50,10,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",4500,NA,"34-08-43-01","Tier 0",0
"620",2010506001301,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,15,8,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","Outdoors","",NA,NA,"Wood collected","Crop Residue/Plant Biomass","Always available","Always available",3,7,3,10,30,90,1,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",0,0,"33-93-99-96","Tier 0",0
"621",2010506001601,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,5,2,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","Outdoors","",NA,NA,"Wood purchased","Crop Residue/Plant Biomass","Mostly available","Mostly available",3,7,3,20,35,60,1,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",800,0,"94-06-50-72","Tier 0",0
"622",2010506001701,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,30,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","Outdoors","",NA,NA,"Wood purchased","Crop Residue/Plant Biomass","Always available","Always available",10,7,3,40,60,60,0,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",4000,0,"51-93-67-72","Tier 0",0
"623",2010506001802,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,40,9,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","Outdoors","",NA,NA,"Wood collected","Not applicable","Always available",NA,10,7,2,20,0,90,0,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",0,NA,"52-00-39-50","Tier 0",0
"624",2010506001901,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,15,2,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","Outdoors","",NA,NA,"Wood collected","Not applicable","Always available",NA,5,7,2,20,0,60,0,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",0,NA,"41-10-00-65","Tier 0",0
"625",2010506002001,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,15,5,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","Outdoors","",NA,NA,"Wood collected","Not applicable","Always available",NA,5,7,3,20,40,60,0,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",0,NA,"20-89-44-96","Tier 0",0
"626",2010506002002,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,5,8,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","Outdoors","",NA,NA,"Wood collected","Not applicable","Always available",NA,10,7,3,25,46,60,0,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",0,NA,"88-06-52-39","Tier 0",0
"627",2010506002201,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,40,7,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","Outdoors","",NA,NA,"Wood collected","Not applicable","Always available",NA,15,7,3,20,48,60,0,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",0,NA,"73-32-17-01","Tier 0",0
"628",2010506002402,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,12,10,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","Outdoors","",NA,NA,"Wood collected","Crop Residue/Plant Biomass","Always available","Always available",5,7,3,15,40,60,10,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",0,0,"00-25-24-98","Tier 0",0
"629",2010506002501,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,45,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","Outdoors","",NA,NA,"Wood collected","Crop Residue/Plant Biomass","Always available","Always available",5,7,3,20,30,40,0,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",0,0,"60-94-30-15","Tier 0",0
"630",2010519140102,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,10,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","Outdoors","",NA,NA,"Wood collected","Not applicable","Always available",NA,5,7,2,45,0,65,30,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",0,NA,"62-81-29-86","Tier 0",1
"631",2010519140103,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,35,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","Outdoors","",NA,NA,"Wood collected","Not applicable","Always available",NA,22,7,2,65,0,58,22,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",0,NA,"52-08-13-83","Tier 0",1
"632",2010519140201,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,20,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","Outdoors","",NA,NA,"Wood collected","Not applicable","Always available",NA,10,7,2,45,38,0,0,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",0,NA,"88-36-77-98","Tier 0",1
"633",2010519140801,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,33,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","Outdoors","",NA,NA,"Wood collected","Not applicable","Always available",NA,12,3,1,0,65,0,0,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",0,NA,"08-73-75-38","Tier 0",1
"634",2010519140803,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,32,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","Outdoors","",NA,NA,"Wood collected","Not applicable","Always available",NA,3,7,3,25,45,70,25,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",0,NA,"04-11-48-28","Tier 0",1
"635",2010519141001,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,14,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","Outdoors","",NA,NA,"Wood purchased","Wood collected","Always available","Always available",3,7,2,35,0,65,35,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",1200,0,"17-03-40-36","Tier 0",1
"636",2010519141002,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,10,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","Outdoors","",NA,NA,"Wood purchased","Wood collected","Always available","Always available",3,7,2,30,0,60,35,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",1000,0,"52-70-42-68","Tier 0",1
"637",2010519142001,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,12,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","Outdoors","",NA,NA,"Wood collected","Not applicable","Always available",NA,3,7,3,50,70,85,1,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",500,NA,"10-80-60-70","Tier 0",1
"638",2010519142002,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,12,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","Outdoors","",NA,NA,"Wood collected","Not applicable","Always available",NA,3,7,3,35,50,70,1,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",100,NA,"38-04-04-49","Tier 0",1
"639",2010519142003,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,12,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","Outdoors","",NA,NA,"Wood collected","Not applicable","Always available",NA,4,7,3,50,70,80,15,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",500,NA,"17-14-22-72","Tier 0",1
"640",2010519142301,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,16,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","Outdoors","",NA,NA,"Wood purchased","Wood collected","Always available","Always available",3,7,2,30,0,65,35,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",1000,0,"08-00-47-49","Tier 0",1
"641",2010519142402,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,30,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","Outdoors","",NA,NA,"Wood purchased","Wood collected","Always available","Always available",3,7,2,35,0,65,35,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",1200,0,"44-35-79-75","Tier 0",1
"642",2010519142801,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,29,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","Outdoors","",NA,NA,"Wood collected","Not applicable","Always available",NA,3,7,2,35,0,65,35,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",0,NA,"63-36-22-89","Tier 0",1
"643",2010519142901,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,31,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","Outdoors","",NA,NA,"Wood purchased","Wood collected","Sometimes available","Always available",3,7,2,35,0,75,25,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",750,0,"30-56-12-08","Tier 0",1
"644",2011512800801,1,"LPG/Natural Gas Stove","Purchased, upfront","Wife/Spouse",10000,NA,"No","888",8000,NA,3,8,8,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a separate kitchen","",NA,NA,"LPG/cooking gas","Piped Natural Gas","Always available","Always available",8,7,7,10,26,30,8,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",1300,1500,"35-77-28-74","Tier 2",1
"645",2011512800801,2,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,12,8,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In a veranda (roofed platform with at least two open sides)","",NA,NA,"Wood purchased","Kerosene","Always available","Always available",5,7,7,20,35,50,5,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","No",2100,600,"35-77-28-74","Tier 2",1
"646",2011512800801,3,"Koresone Stove","Receive for free",NA,NA,"Friend/ relative","No","RT 06",500,NA,1,12,10,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a separate kitchen","",NA,NA,"Kerosene","Not applicable","Always available",NA,5,5,3,10,10,10,3,"No","Yes","No","No","No","No","No","No","No","No","","Yes","No",500,NA,"35-77-28-74","Tier 2",1
"647",2011512800803,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,10,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a separate kitchen","",NA,NA,"Wood purchased","Not applicable","Always available",NA,5,7,7,5,5,5,15,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",0,NA,"19-40-84-56","Tier 3",1
"648",2011512801002,1,"Manufactured Stove Traditional","Purchased, upfront","Wife/Spouse",500,NA,"No","No Name Written",350,NA,1,1,9,"No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Moveable","Outdoors","",NA,NA,"Charcoal","Coal/lignite","Always available","Always available",30,7,1,0,90,0,0,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",3000,3000,"09-14-80-28","Tier 3",1
"649",2011512801402,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,3,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a separate kitchen","",NA,NA,"Wood purchased","Wood collected","Always available","Always available",20,7,2,50,55,65,30,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",1000,1000,"07-39-98-83","Tier 3",1
"650",2011512801502,1,"Koresone Stove","Purchased, upfront","Wife/Spouse",1800,NA,"No","Made in China",1500,NA,1,2,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","Outdoors","",NA,NA,"Kerosene","Not applicable","Always available",NA,3,7,3,15,35,60,15,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",900,NA,"20-01-42-24","Tier 2",1
"651",2011512801801,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,10,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","Outdoors","",NA,NA,"Wood purchased","Not applicable","Always available",NA,5,7,13,160,60,30,30,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",4000,NA,"28-89-16-09","Tier 2",1
"652",2011512803301,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,11,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","Outdoors","",NA,NA,"Wood purchased","Not applicable","Always available",NA,2,7,3,25,45,65,20,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",4500,NA,"41-86-52-57","Tier 2",1
"653",2011512803701,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,12,5,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a separate kitchen","",NA,NA,"Wood collected","Charcoal","Always available","Always available",3,7,7,15,20,30,8,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",2100,1200,"06-60-68-65","Tier 2",1
"654",2011512804202,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,8,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","Outdoors","",NA,NA,"Wood purchased","Not applicable","Always available",NA,5,7,14,40,40,40,15,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",3000,NA,"73-86-35-83","Tier 0",1
"655",2011512805201,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,8,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In a separate kitchen","",NA,NA,"Wood purchased","Not applicable","Always available",NA,3,7,3,25,45,65,20,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",4500,NA,"23-43-96-48","Tier 3",1
"656",2011512805201,2,"Koresone Stove","Purchased, upfront","Wife/Spouse",2000,NA,"No","Made in China",2000,NA,1,3,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","Outdoors","",NA,NA,"Kerosene","Not applicable","Sometimes available",NA,2,2,2,25,0,0,25,"No","No","No","No","No","No","No","No","Yes",NA,"","No",NA,0,NA,"23-43-96-48","Tier 3",1
"657",2011512806101,1,"Koresone Stove","Purchased, upfront","Wife/Spouse",3000,NA,"No","China",1500,NA,1,5,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a separate kitchen","",NA,NA,"Kerosene","Electric","Always available","Sometimes available",2,7,7,20,40,40,40,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",1000,1000,"97-78-04-20","Tier 3",1
"658",2011512806101,2,"Manufactured Stove Traditional","Receive for free",NA,NA,"Friend/ relative","No","Local Made",888,NA,1,1,10,"No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","Moveable","Outdoors","",NA,NA,"Charcoal","Kerosene","Always available","Always available",5,4,3,60,40,20,60,"No","No","No","No","No","No","No","No","Yes",NA,"","No",NA,1000,1000,"97-78-04-20","Tier 3",1
"659",2011512806101,3,"Electric Stove","Purchased, upfront","Head",15000,NA,"No","Japan",888,NA,2,3,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a separate kitchen","",NA,NA,"Electric","Kerosene","Sometimes available","Always available",2,3,3,20,40,20,120,"No","No","No","No","No","No","No","No","Yes",NA,"","No",NA,0,0,"97-78-04-20","Tier 3",1
"660",2011512806603,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,2,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a separate kitchen","",NA,NA,"Wood purchased","Charcoal","Always available","Always available",20,5,2,30,40,60,50,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",1000,800,"39-94-47-04","Tier 3",1
"661",2011512806603,2,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,3,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In dwelling, in a sleeping area","",NA,NA,"Charcoal","Wood purchased","Always available","Always available",5,4,3,30,45,60,45,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","No",800,100,"39-94-47-04","Tier 3",1
"662",2011512808903,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,10,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a separate kitchen","",NA,NA,"Wood purchased","Kerosene","Always available","Always available",60,7,3,30,50,60,15,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",1200,4400,"77-14-65-56","Tier 2",1
"663",2011512808904,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,20,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","Outdoors","",NA,NA,"Wood purchased","Charcoal","Always available","Mostly available",5,7,7,30,45,15,20,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",3000,1100,"96-08-32-90","Tier 0",1
"664",2011514580504,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,5,0,"No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Moveable","Outdoors","",NA,NA,"Wood purchased","Not applicable","Mostly available",NA,5,4,2,0,45,60,30,"No","No","No","No","No","No","No","No","Yes",NA,"","No",NA,1000,NA,"88-07-60-39","Tier 0",1
"665",2011514580504,2,"Koresone Stove","Purchased, upfront","Head",5500,NA,"No","Hana power made  in china",500,NA,1,5,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In dwelling, in a sleeping area","",NA,NA,"Kerosene","Not applicable","Always available",NA,2,7,3,25,40,60,30,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",880,NA,"88-07-60-39","Tier 0",1
"666",2011514580507,1,"Koresone Stove","Purchased, upfront","Head",2500,NA,"No","JAFAN",1500,NA,1,3,6,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a separate kitchen","",NA,NA,"Kerosene","Not applicable","Mostly available",NA,5,7,3,40,60,120,5,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",600,NA,"85-38-74-90","Tier 1",1
"667",2011514581205,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,10,8,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","Outdoors","",NA,NA,"Wood purchased","Not applicable","Always available",NA,10,7,3,20,45,60,30,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",600,NA,"52-12-66-93","Tier 1",1
"668",2011514581601,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,15,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","Outdoors","",NA,NA,"Wood purchased","Not applicable","Always available",NA,10,7,3,30,60,120,15,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",400,NA,"19-25-20-09","Tier 0",1
"669",2011514581603,1,"Koresone Stove","Purchased, upfront","Head",2500,NA,"Yes","Made In China",1200,NA,1,5,8,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In dwelling, NOT in sleeping area","",NA,NA,"Kerosene","Not applicable","Always available",NA,5,7,3,15,80,15,10,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",700,NA,"32-23-86-74","Tier 4",1
"670",2011514582103,1,"Koresone Stove","Purchased, upfront","Head",3000,NA,"No","Made nigeria",2000,NA,1,6,6,"No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","Moveable","In a separate kitchen","",NA,NA,"Kerosene","Not applicable","Mostly available",NA,10,7,4,30,0,0,30,"No","No","No","No","No","No","No","No","Yes",NA,"","No",NA,750,NA,"25-56-48-40","Tier 2",1
"671",2011514582103,2,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,6,6,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In a separate kitchen","",NA,NA,"Wood purchased","Not applicable","Always available",NA,10,7,7,45,60,50,30,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",3000,NA,"25-56-48-40","Tier 2",1
"672",2011514582302,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,5,5,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","Outdoors","",NA,NA,"Wood purchased","Not applicable","Always available",NA,8,7,3,30,90,60,10,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",800,NA,"16-00-39-74","Tier 3",1
"673",2011514582304,1,NA,NA,NA,NA,NA,NA,"",NA,"Yes",NA,7,5,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In dwelling, NOT in sleeping area","","No",NA,"Charcoal","Not applicable","Always available",NA,10,7,8,30,20,40,30,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",1500,NA,"97-24-24-43","Tier 1",1
"674",2011514582502,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,20,5,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a separate kitchen","",NA,NA,"Wood purchased","Not applicable","Always available",NA,10,7,3,20,40,60,10,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",3000,NA,"33-97-88-61","Tier 2",1
"675",2011514582503,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,20,3,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In a separate kitchen","",NA,NA,"Wood purchased","Not applicable","Always available",NA,4,7,3,30,60,50,0,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",400,NA,"96-59-56-91","Tier 3",1
"676",2011514582601,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,40,6,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In a separate kitchen","",NA,NA,"Wood purchased","Not applicable","Always available",NA,4,7,3,40,90,90,0,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",900,NA,"00-81-00-98","Tier 2",1
"677",2011514583001,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,14,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In dwelling, NOT in sleeping area","",NA,NA,"Wood purchased","Not applicable","Always available",NA,15,7,3,19,45,58,10,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",200,NA,"72-16-83-13","Tier 3",1
"678",2011514583101,1,"3-Stone/Open Fire Stove",NA,NA,NA,NA,NA,"",NA,NA,NA,10,9,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Fixed","In a separate kitchen","",NA,NA,"Wood purchased","Not applicable","Mostly available",NA,10,7,3,40,90,130,15,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",400,NA,"78-22-22-73","Tier 2",1
"679",2011514583303,1,NA,NA,NA,NA,NA,NA,"",NA,"Yes",NA,8,9,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a separate kitchen","","No",NA,"Charcoal","Not applicable","Always available",NA,15,7,3,30,60,120,20,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",2000,NA,"87-97-14-77","Tier 3",1
"680",2011514583303,2,"Electric Stove","Purchased, upfront","Wife/Spouse",5000,NA,"Yes","Made in jafan",2000,NA,1,2,6,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a separate kitchen","",NA,NA,"Electric","Not applicable","Mostly available",NA,5,7,2,15,0,60,10,"No","No","No","No","No","No","No","No","Yes",NA,"","No",NA,500,NA,"87-97-14-77","Tier 3",1
"681",2011519100101,1,"Koresone Stove","Purchased, upfront","Head",1700,NA,"No","888",1000,NA,1,3,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In a separate kitchen","",NA,NA,"Kerosene","Not applicable","Always available",NA,2,5,2,20,20,20,10,"No","No","No","No","No","No","No","No","Yes",NA,"","No",NA,1000,NA,"67-76-24-85","Tier 2",1
"682",2011519100201,1,"Koresone Stove","Purchased, upfront","Head",2000,NA,"No","Made in China",1800,NA,1,3,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","Outdoors","",NA,NA,"Kerosene","Not applicable","Always available",NA,2,3,3,15,45,0,15,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",450,NA,"79-53-27-67","Tier 3",1
"683",2011519100301,1,"Koresone Stove","Purchased, upfront","Head",1300,NA,"No","888",888,NA,1,4,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","In dwelling, in a sleeping area","",NA,NA,"Kerosene","Other, specify","Always available","Always available",2,5,5,20,20,20,10,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",1200,1200,"28-74-15-46","Tier 3",1
"684",2011519100901,1,"Koresone Stove","Purchased, upfront","Head",350,NA,"No","STAR WHEEL MADE IN CHINA",500,NA,3,3,0,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","Outdoors","",NA,NA,"Kerosene","Not applicable","Always available",NA,2,4,4,20,35,30,15,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",950,NA,"65-39-74-81","Tier 2",1
"685",2011519100911,1,"Koresone Stove","Purchased, upfront","Head",2000,NA,"No","HANA POWER MADE IN CHANA",500,NA,3,12,11,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","Moveable","Outdoors","",NA,NA,"Kerosene","Not applicable","Always available",NA,5,7,3,10,60,5,10,"No","No","No","No","No","No","No","No","Yes",NA,"","Yes","Yes",2000,NA,"07-66-93-64","Tier 2",1
