"","hh_id","k_start","k1","k2","index_random_3b","random_number_1","index_random_2b","fuelwood_stove_type","wood_full_price","random_percentage_price_fuel","k_amount_1","k3","k3a","wood_6month","k4","k5","k5_oth","wood_12month","k6","k7","k7_oth","wood_24month","k8","k9","k9_oth","charcoal_stove_type","charc_full_price","charcoal_part_price","k_amount_2","k3_charcoal","k3a_charcoal","charcoal_6month","k4_charcoal","k5_charcoal","k5_oth_charcoal","charcoal_12month","k6_charcoal","k7_charcoal","k7_oth_charcoal","charcoal_24month","k8_charcoal","k9_charcoal","k9_oth_charcoal","elc_aggr_tier","locality"
"491",2005503124201,"2017-11-22T09:53:28-05:00","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,0,"Aspirational wood ICS available in country",12000,7920,7920,"No","Do not need an improved cookstove",1320,NA,NA,"",660,NA,NA,"",330,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 2",0
"492",2005503124301,"2017-11-22T09:44:13-05:00","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,0,"Aspirational wood ICS available in country",12000,7920,7920,"Yes",NA,1320,NA,NA,"",660,NA,NA,"",330,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 4",0
"493",2005503124601,"2017-12-16T06:14:22","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"No","Cannot afford the payment",660,"No","Cannot afford the payment","",330,"No","Cannot afford the payment","",165,"No","Cannot afford the payment","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"494",2005503124702,"2017-11-22T10:53:22-05:00","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,0,"Aspirational wood ICS available in country",12000,7920,7920,"No","Do not need an improved cookstove",1320,NA,NA,"",660,NA,NA,"",330,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 4",0
"495",2005503126005,"2017-11-22T10:18:57-05:00","HH uses more firewood or crop residues or other biomass than charcoal",1,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"Yes",NA,660,NA,NA,"",330,NA,NA,"",165,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 3",0
"496",2005503126007,"2017-12-16T06:22:25","HH uses more firewood or crop residues or other biomass than charcoal",3,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"No","Do not need an improved cookstove",660,NA,NA,"",330,NA,NA,"",165,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 3",0
"497",2005503126101,"2017-11-22T09:29:47-05:00","HH uses more firewood or crop residues or other biomass than charcoal",1,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"No","Cannot afford the payment",660,"No","Cannot afford the payment","",330,"No","Cannot afford the payment","",165,"No","Cannot afford the payment","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"498",2005503126901,"2017-11-22T07:52:37-05:00","HH uses more firewood or crop residues or other biomass than charcoal",7,1,0.66,1,"Popular affordable wood ICS available in local market.",9000,5940,5940,"No","Do not need an improved cookstove",990,NA,NA,"",495,NA,NA,"",247,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 3",0
"499",2007516860101,"2017-11-28T06:20:38","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,1,"Popular affordable wood ICS available in local market.",9000,2970,2970,"Yes",NA,495,NA,NA,"",247,NA,NA,"",123,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"500",2007516860103,"2017-11-28T06:16:09","HH uses more firewood or crop residues or other biomass than charcoal",1,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"No","Cannot afford the payment",660,"No","Cannot afford the payment","",330,"Yes",NA,"",165,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"501",2007516860109,"2017-11-28T07:02:47","HH uses more firewood or crop residues or other biomass than charcoal",1,1,0.66,1,"Popular affordable wood ICS available in local market.",9000,5940,5940,"No","Cannot afford the payment",990,"No","Cannot afford the payment","",495,"No","Cannot afford the payment","",247,"Yes",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"502",2007516860110,"2017-11-28T08:32:02-05:00","HH uses more firewood or crop residues or other biomass than charcoal",1,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"No","Cannot afford the payment",660,"No","Cannot afford the payment","",330,"No","Cannot afford the payment","",165,"No","Cannot afford the payment","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"503",2007516860207,"2017-11-28T08:01:00-05:00","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,1,"Popular affordable wood ICS available in local market.",9000,5940,5940,"Yes",NA,990,NA,NA,"",495,NA,NA,"",247,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"504",2007516860209,"2017-11-28T09:50:02-05:00","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"No","Cannot afford the payment",660,"Yes",NA,"",330,NA,NA,"",165,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"505",2007516860301,"2017-11-28T08:00:04-05:00","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,0,"Aspirational wood ICS available in country",12000,7920,7920,"No","Cannot afford the payment",1320,"No","Cannot afford the payment","",660,"No","Cannot afford the payment","",330,"No","Cannot afford the payment","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"506",2007516860401,"2017-11-28T06:33:44-05:00","HH uses more firewood or crop residues or other biomass than charcoal",1,1,0.66,1,"Popular affordable wood ICS available in local market.",9000,5940,5940,"Yes",NA,990,NA,NA,"",495,NA,NA,"",247,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"507",2007516860402,"2017-11-28T07:21:59-05:00","HH uses more firewood or crop residues or other biomass than charcoal",1,0,0.33,1,"Popular affordable wood ICS available in local market.",9000,2970,2970,"Yes",NA,495,NA,NA,"",247,NA,NA,"",123,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"508",2007516860901,"2017-11-28T08:37:40","HH uses more firewood or crop residues or other biomass than charcoal",1,1,0.66,0,"Aspirational wood ICS available in country",12000,7920,7920,"Yes",NA,1320,NA,NA,"",660,NA,NA,"",330,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"509",2007516861301,"2017-11-28T06:41:08-05:00","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,1,"Popular affordable wood ICS available in local market.",9000,5940,5940,"No","Cannot afford the payment",990,"No","Cannot afford the payment","",495,"No","Cannot afford the payment","",247,"No","Cannot afford the payment","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"510",2007516861601,"2017-11-28T09:00:49-05:00","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,0,"Aspirational wood ICS available in country",12000,7920,7920,"No","Do not need an improved cookstove",1320,NA,NA,"",660,NA,NA,"",330,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"511",2007516861701,"2017-11-28T06:33:40-05:00","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,1,"Popular affordable wood ICS available in local market.",9000,2970,2970,"No","Cannot afford the payment",495,"Yes",NA,"",247,NA,NA,"",123,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"512",2007516861702,"2017-11-28T06:05:33-05:00","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"No","Do not need an improved cookstove",660,NA,NA,"",330,NA,NA,"",165,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"513",2009501280101,"2017-12-01T06:27:31-05:00","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,1,"Popular affordable wood ICS available in local market.",9000,2970,2970,"No","Do not need an improved cookstove",495,NA,NA,"",247,NA,NA,"",123,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",1
"514",2009501280102,"2017-12-01T07:41:50","HH uses more firewood or crop residues or other biomass than charcoal",1,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"Yes",NA,660,NA,NA,"",330,NA,NA,"",165,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",1
"515",2009501280201,"2017-12-01T07:30:38-05:00","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,1,"Popular affordable wood ICS available in local market.",9000,2970,2970,"No","Do not need an improved cookstove",495,NA,NA,"",247,NA,NA,"",123,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",1
"516",2009501280501,"2017-12-01T06:40:10","HH uses more firewood or crop residues or other biomass than charcoal",1,1,0.66,0,"Aspirational wood ICS available in country",12000,7920,7920,"Yes",NA,1320,NA,NA,"",660,NA,NA,"",330,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",1
"517",2009501280503,"2017-12-01T06:30:21-05:00","HH uses more firewood or crop residues or other biomass than charcoal",3,0,0.33,1,"Popular affordable wood ICS available in local market.",9000,2970,2970,"Yes",NA,495,NA,NA,"",247,NA,NA,"",123,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",1
"518",2009501280901,"2017-12-01T07:09:52-05:00","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,1,"Popular affordable wood ICS available in local market.",9000,5940,5940,"No","Do not need an improved cookstove",990,NA,NA,"",495,NA,NA,"",247,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",1
"519",2009501281201,"2017-12-01T08:24:29-05:00","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,0,"Aspirational wood ICS available in country",12000,7920,7920,"Yes",NA,1320,NA,NA,"",660,NA,NA,"",330,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",1
"520",2009501281501,"2017-12-01T06:06:29-05:00","HH uses more firewood or crop residues or other biomass than charcoal",1,1,0.66,1,"Popular affordable wood ICS available in local market.",9000,5940,5940,"Yes",NA,990,NA,NA,"",495,NA,NA,"",247,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",1
"521",2009501281502,"2017-12-01T08:57:14","HH uses more firewood or crop residues or other biomass than charcoal",1,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"Yes",NA,660,NA,NA,"",330,NA,NA,"",165,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",1
"522",2009501281601,"2017-12-01T06:30:59-05:00","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,1,"Popular affordable wood ICS available in local market.",9000,2970,2970,"No","Cannot afford the payment",495,"No","Cannot afford the payment","",247,"No","Cannot afford the payment","",123,"No","Cannot afford the payment","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",1
"523",2009501281701,"2017-12-01T07:42:34-05:00","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,1,"Popular affordable wood ICS available in local market.",9000,5940,5940,"No","Cannot afford the payment",990,"No","Cannot afford the payment","",495,"No","Cannot afford the payment","",247,"No","Cannot afford the payment","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",1
"524",2009501281801,"2017-12-01T08:56:05-05:00","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"No","Cannot afford the payment",660,"No","Cannot afford the payment","",330,"No","Cannot afford the payment","",165,"No","Cannot afford the payment","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",1
"525",2009501281802,"2017-12-01T07:26:59","HH uses more firewood or crop residues or other biomass than charcoal",1,0,0.33,1,"Popular affordable wood ICS available in local market.",9000,2970,2970,"No","Cannot afford the payment",495,"No","Cannot afford the payment","",247,"No","Cannot afford the payment","",123,"Yes",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",1
"526",2009501281803,"2017-12-01T08:56:27-05:00","HH uses more firewood or crop residues or other biomass than charcoal",1,1,0.66,0,"Aspirational wood ICS available in country",12000,7920,7920,"No","Cannot afford the payment",1320,"No","Cannot afford the payment","",660,"No","Cannot afford the payment","",330,"No","Cannot afford the payment","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",1
"527",2009502380701,"2017-11-29T04:59:59","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,1,"Popular affordable wood ICS available in local market.",9000,5940,5940,"Yes",NA,990,NA,NA,"",495,NA,NA,"",247,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",1
"528",2009502381601,"2017-11-29T06:27:42","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,1,"Popular affordable wood ICS available in local market.",9000,5940,5940,"Yes",NA,990,NA,NA,"",495,NA,NA,"",247,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 4",1
"529",2009502381801,"2017-12-01T11:53:17","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,1,"Popular affordable wood ICS available in local market.",9000,2970,2970,"Yes",NA,495,NA,NA,"",247,NA,NA,"",123,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",1
"530",2009502382102,"2017-11-29T06:47:30","HH uses more firewood or crop residues or other biomass than charcoal",1,0,0.33,1,"Popular affordable wood ICS available in local market.",9000,2970,2970,"No","Do not need an improved cookstove",495,NA,NA,"",247,NA,NA,"",123,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",1
"531",2009502384201,"2017-11-29T05:29:34","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"Yes",NA,660,NA,NA,"",330,NA,NA,"",165,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 4",1
"532",2009502384503,"2017-11-29T05:21:12","HH uses more firewood or crop residues or other biomass than charcoal",1,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"Yes",NA,660,NA,NA,"",330,NA,NA,"",165,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",1
"533",2009502386402,"2017-11-29T05:34:37","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,1,"Popular affordable wood ICS available in local market.",9000,5940,5940,"No","Cannot afford the payment",990,"No","Cannot afford the payment","",495,"No","Cannot afford the payment","",247,"No","Cannot afford the payment","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 4",1
"534",2009502386410,"2017-11-29T06:28:35","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,1,"Popular affordable wood ICS available in local market.",9000,5940,5940,"Yes",NA,990,NA,NA,"",495,NA,NA,"",247,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 4",1
"535",2009502386703,"2017-11-29T08:15:42","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,1,"Popular affordable wood ICS available in local market.",9000,5940,5940,"No","Do not need an improved cookstove",990,NA,NA,"",495,NA,NA,"",247,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 4",1
"536",2009502386901,"2017-11-29T07:58:38","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,1,"Popular affordable wood ICS available in local market.",9000,2970,2970,"No","Do not need an improved cookstove",495,NA,NA,"",247,NA,NA,"",123,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",1
"537",2009502387002,"2017-12-01T11:39:23","HH uses more firewood or crop residues or other biomass than charcoal",1,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"No","Cannot afford the payment",660,"No","Cannot afford the payment","",330,"No","Cannot afford the payment","",165,"No","Cannot afford the payment","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 4",1
"538",2009502387701,"2017-11-29T08:42:00","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"Yes",NA,660,NA,NA,"",330,NA,NA,"",165,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 3",1
"539",2009502387901,"2017-11-29T07:23:55","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,1,"Popular affordable wood ICS available in local market.",9000,2970,2970,"Yes",NA,495,NA,NA,"",247,NA,NA,"",123,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 3",1
"540",2009502388401,"2017-12-01T12:29:02-05:00","HH uses more firewood or crop residues or other biomass than charcoal",1,1,0.66,0,"Aspirational wood ICS available in country",12000,7920,7920,"No","Cannot afford the payment",1320,"No","Cannot afford the payment","",660,"No","Cannot afford the payment","",330,"No","Cannot afford the payment","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",1
"541",2009502560101,"2017-11-23T07:07:10-05:00","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,1,"Popular affordable wood ICS available in local market.",9000,2970,2970,"Yes",NA,495,NA,NA,"",247,NA,NA,"",123,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",1
"542",2009502560301,"2017-11-23T05:36:40-05:00","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"Yes",NA,660,NA,NA,"",330,NA,NA,"",165,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 2",1
"543",2009502561902,"2017-11-23T08:27:56-05:00","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,0,"Aspirational wood ICS available in country",12000,7920,7920,"Yes",NA,1320,NA,NA,"",660,NA,NA,"",330,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 3",1
"544",2009502562101,"2017-11-23T07:23:43-05:00","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,0,"Aspirational wood ICS available in country",12000,7920,7920,"Yes",NA,1320,NA,NA,"",660,NA,NA,"",330,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",1
"545",2009502562105,"2017-11-22T07:29:18-05:00","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,1,"Popular affordable wood ICS available in local market.",9000,2970,2970,"No","Cannot afford the payment",495,"No","Cannot afford the payment","",247,"Yes",NA,"",123,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 3",1
"546",2009502562802,"2017-11-23T05:31:51-05:00","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,1,"Popular affordable wood ICS available in local market.",9000,2970,2970,"No","Do not need an improved cookstove",495,NA,NA,"",247,NA,NA,"",123,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 3",1
"547",2009502563901,"2017-11-22T05:22:58-05:00","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,0,"Aspirational wood ICS available in country",12000,7920,7920,"No","Cannot afford the payment",1320,"No","Cannot afford the payment","",660,"Yes",NA,"",330,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 3",1
"548",2009502564101,"2017-11-23T06:15:57-05:00","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,1,"Popular affordable wood ICS available in local market.",9000,5940,5940,"No","Cannot afford the payment",990,"No","Cannot afford the payment","",495,"No","Cannot afford the payment","",247,"Yes",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 2",1
"549",2009502564902,"2017-11-23T08:18:11-05:00","HH uses more firewood or crop residues or other biomass than charcoal",1,1,0.66,1,"Popular affordable wood ICS available in local market.",9000,5940,5940,"No","Cannot afford the payment",990,"No","Cannot afford the payment","",495,"No","Cannot afford the payment","",247,"No","Cannot afford the payment","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",1
"550",2009502565602,"2017-11-23T08:34:56-05:00","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,1,"Popular affordable wood ICS available in local market.",9000,5940,5940,"Yes",NA,990,NA,NA,"",495,NA,NA,"",247,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 2",1
"551",2009502565802,"2017-11-22T06:15:30-05:00","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,1,"Popular affordable wood ICS available in local market.",9000,5940,5940,"No","Cannot afford the payment",990,"No","Cannot afford the payment","",495,"No","Cannot afford the payment","",247,"Yes",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 3",1
"552",2009502566402,"2017-11-23T06:32:42-05:00","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"Yes",NA,660,NA,NA,"",330,NA,NA,"",165,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",1
"553",2009502566403,"2017-11-23T09:19:22-05:00","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,1,"Popular affordable wood ICS available in local market.",9000,2970,2970,"Yes",NA,495,NA,NA,"",247,NA,NA,"",123,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 3",1
"554",2009512820210,"2017-11-29T06:13:31","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"Yes",NA,660,NA,NA,"",330,NA,NA,"",165,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"555",2009512820305,"2017-11-30T05:03:49","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"Yes",NA,660,NA,NA,"",330,NA,NA,"",165,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"556",2009512820308,"2017-11-30T06:03:34","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,0,"Aspirational wood ICS available in country",12000,7920,7920,"Yes",NA,1320,NA,NA,"",660,NA,NA,"",330,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"557",2009512820502,"2017-11-30T05:46:47","HH uses more firewood or crop residues or other biomass than charcoal",3,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"Yes",NA,660,NA,NA,"",330,NA,NA,"",165,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"558",2009512820515,"2017-11-30T07:41:22","HH uses more firewood or crop residues or other biomass than charcoal",2,1,0.66,1,"Popular affordable wood ICS available in local market.",9000,5940,5940,"No","Cannot afford the payment",990,"No","Cannot afford the payment","",495,"No","Cannot afford the payment","",247,"No","Cannot afford the payment","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"559",2009512820516,"2017-11-30T05:17:21","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,0,"Aspirational wood ICS available in country",12000,3960,3960,"No","Do not need an improved cookstove",660,NA,NA,"",330,NA,NA,"",165,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
"560",2009512821016,"2017-11-30T05:24:59","HH uses more firewood or crop residues or other biomass than charcoal",2,0,0.33,1,"Popular affordable wood ICS available in local market.",9000,2970,2970,"No","Do not need an improved cookstove",495,NA,NA,"",247,NA,NA,"",123,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tier 0",0
