"","hh_id","b_start","b1","b2","b3","b4","b5","b6","b7","b8","b9","b10","b10_oth","b11","b11_oth","b12","b13__1","b13__2","b13__3","b13__4","b13__5","b13__6","b13__7","b13__8","b13__555","b13_oth","b14","b14_oth","b15","b16","b17__1","b17__2","b17__3","b17__555","b17_oth","b18","b19__1","b19__2","b19__555","b19_oth","b20__1","b20__2","b20__3","b20__4","b20__5","b20__6","b20__7","b20__8","b20__9","b20__10","b20__11","b20__12","b20__13","b20__555","b20_oth","b21","b22","b23","b24__1","b24__2","b24__3","b24__4","b24__5","b24__6","b24__7","b24__8","b24__9","b24__10","b24__11","b24__12","b24__555","b24_oth","elc_aggr_tier","locality","account_institution","informal_institution","loan","c2","i3","i19a","i33"
"1178",3023501920101,"2017-11-17T07:20:56-05:00",1,"Yes",NA,61,"A house occupied by multiple households",3,"Yes",NA,9,"Mud bricks (traditional)","","Wood and mud","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","Well/spring unprotected","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"1179",3023501920102,"2017-11-17T10:03:48-05:00",1,"Yes",NA,55,"A house occupied by multiple households",3,"No","Free",8,"Mud bricks (traditional)","","Wood and mud","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","Well/spring unprotected","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Shop","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"1180",3023501920103,"2017-11-17T07:30:09-05:00",3,"Yes",NA,13,"A house occupied by multiple households",4,"Yes",NA,4,"Mud bricks (traditional)","","Corrugated iron sheet","","Cement floor","No","No","No","No","No","Yes","No","No","No","","River/spring","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"1181",3023501920301,"2017-11-17T09:12:06-05:00",2,"Yes",NA,4,"A single house occupied by one household",NA,"Yes",NA,2,"Mud bricks (traditional)","","Corrugated iron sheet","","Cement floor","No","No","No","No","No","Yes","No","No","No","","River/spring","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"1182",3023501920401,"2017-11-17T10:40:03-05:00",2,"Yes",NA,20,"A house occupied by multiple households",6,"Yes",NA,2,"Mud bricks (traditional)","","Corrugated iron sheet","","Cement floor","No","No","No","No","No","Yes","No","No","No","","River/spring","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"1183",3023501920402,"2017-11-17T15:20:02-05:00",2,"Yes",NA,26,"A house occupied by multiple households",4,"Yes",NA,2,"Mud bricks (traditional)","","Corrugated iron sheet","","Cement floor","No","No","No","No","No","Yes","No","No","No","","River/spring","","No","No",NA,NA,NA,NA,NA,"Yes","Yes","No","No","","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,"Group Savings (Rotational)","Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"1184",3023501920403,"2017-11-17T12:59:04-05:00",2,"Yes",NA,20,"A house occupied by multiple households",4,"Yes",NA,2,"Mud bricks (traditional)","","Corrugated iron sheet","","Cement floor","No","No","No","No","No","Yes","No","No","No","","River/spring","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"1185",3023501920601,"2017-11-17T11:26:02-05:00",2,"Yes",NA,10,"A house occupied by multiple households",6,"Yes",NA,2,"Mud bricks (traditional)","","Corrugated iron sheet","","Cement floor","No","No","No","No","No","Yes","No","No","No","","River/spring","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Crop Residue/Plant Biomass","Yes"
"1186",3023501920701,"2017-11-17T09:45:33-05:00",8,"Yes",NA,30,"A house occupied by multiple households",2,"Yes",NA,3,"Wood and mud","","Corrugated iron sheet","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","River/spring","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Wood purchased","Yes"
"1187",3023501920702,"2017-11-17T08:57:55-05:00",2,"Yes",NA,30,"A house occupied by multiple households",2,"Yes",NA,4,"Mud bricks (traditional)","","Corrugated iron sheet","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","River/spring","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Cannot get a loan/credit","No","3-Stone/Open Fire Stove","Wood purchased","Yes"
"1188",3023501920801,"2017-11-17T07:33:17-05:00",1,"Yes",NA,30,"A house occupied by multiple households",2,"Yes",NA,7,"Mud bricks (traditional)","","Corrugated iron sheet","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","River/spring","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Cannot get a loan/credit","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"1189",3023501920901,"2017-11-17T07:40:56-05:00",2,"Yes",NA,25,"A single house occupied by one household",NA,"Yes",NA,4,"Mud bricks (traditional)","","Wood and mud","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","River/spring","","No","No",NA,NA,NA,NA,NA,"Yes","Yes","No","No","","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,"Group Savings (Rotational)","Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"1190",3023501921001,"2017-11-17T09:01:40-05:00",1,"Yes",NA,52,"A single house occupied by one household",NA,"Yes",NA,5,"Mud bricks (traditional)","","Wood and mud","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","River/spring","","Yes","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"1191",3023501921301,"2017-11-17T09:45:51-05:00",2,"Yes",NA,20,"A single house occupied by one household",NA,"Yes",NA,4,"Mud bricks (traditional)","","Wood and mud","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","River/spring","","Yes","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Crop Residue/Plant Biomass","Yes"
"1192",3025513260101,"2017-11-18T07:50:54-05:00",1,"Yes",NA,18,"A single house occupied by one household",NA,"Yes",NA,2,"Mud bricks (traditional)","","Wood and mud","","Dirt/Mud/Dung","No","No","No","No","Yes","No","No","No","No","","Bore hole","","No","No",NA,NA,NA,NA,NA,"Yes","Yes","No","No","","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 3",0,NA,"Group Savings (Rotational)","Relative/Friend/Neighbor","Yes","3-Stone/Open Fire Stove","Wood collected","Yes"
"1193",3025513260401,"2017-11-18T06:25:43-05:00",2,"Yes",NA,60,"A house occupied by multiple households",5,"Yes",NA,9,"Mud bricks (traditional)","","Wood and mud","","Dirt/Mud/Dung","No","No","No","No","Yes","No","No","No","No","","Bore hole","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"1194",3025513260402,"2017-11-18T05:44:28-05:00",2,"Yes",NA,30,"A house occupied by multiple households",3,"Yes",NA,4,"Mud bricks (traditional)","","Wood and mud","","Cement floor","No","No","No","No","No","Yes","No","No","No","","Bore hole","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"1195",3025513260501,"2017-11-18T07:23:40-05:00",2,"Yes",NA,25,"A house occupied by multiple households",2,"Yes",NA,2,"Mud bricks (traditional)","","Wood and mud","","Cement floor","No","No","No","No","No","Yes","No","No","No","","Bore hole","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"1196",3025513260502,"2017-11-18T08:36:35-05:00",1,"Yes",NA,50,"A house occupied by multiple households",2,"Yes",NA,2,"Mud bricks (traditional)","","Wood and mud","","Cement floor","No","No","No","No","No","Yes","No","No","No","","Bore hole","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"1197",3025513260601,"2017-11-18T05:49:27-05:00",2,"Yes",NA,30,"A house occupied by multiple households",7,"Yes",NA,3,"Wood and mud","","Wood and thatch","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","River/spring","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Cannot get a loan/credit","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"1198",3025513260603,"2017-11-18T06:51:14-05:00",2,"Yes",NA,8,"A house occupied by multiple households",7,"Yes",NA,2,"Wood and mud","","Wood and thatch","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","River/spring","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Cannot get a loan/credit","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"1199",3025513261001,"2017-11-18T07:57:57-05:00",1,"Yes",NA,4,"A single house occupied by one household",NA,"Yes",NA,4,"Wood and mud","","Wood and thatch","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","River/spring","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Cannot get a loan/credit","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"1200",3025513261101,"2017-11-18T09:30:17-05:00",1,"Yes",NA,58,"A single house occupied by one household",NA,"Yes",NA,3,"Wood and mud","","Wood and thatch","","Dirt/Mud/Dung","No","No","No","No","Yes","No","No","No","No","","Bore hole","","Do not know","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Garbage","Yes"
"1201",3025513261202,"2017-11-18T07:42:49-05:00",1,"Yes",NA,30,"A single house occupied by one household",NA,"Yes",NA,4,"Wood and thatch","","Wood and mud","","Dirt/Mud/Dung","No","No","No","No","Yes","No","No","No","No","","Bore hole","","Do not know","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Garbage","Yes"
"1202",3025513262503,"2017-11-18T05:58:06-05:00",1,"Yes",NA,8,"A single house occupied by one household",NA,"Yes",NA,4,"Wood and mud","","Wood and mud","","Dirt/Mud/Dung","No","No","No","No","Yes","No","No","No","No","","Bore hole","","Do not know","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"1203",3025513262801,"2017-11-18T06:05:33-05:00",1,"Yes",NA,40,"A single house occupied by one household",NA,"Yes",NA,5,"Mud bricks (traditional)","","Wood and mud","","Cement floor","No","No","No","No","Yes","No","No","No","No","","Bore hole","","Do not know","Yes","Yes","No","No","No",NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,"Commercial Bank",NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"1204",3025513263001,"2017-11-18T07:14:54-05:00",1,"Yes",NA,18,"A single house occupied by one household",NA,"Yes",NA,3,"Mud bricks (traditional)","","Corrugated iron sheet","","Cement floor","No","No","No","No","Yes","No","No","No","No","","Bore hole","","Do not know","Yes","Yes","No","No","No",NA,"Yes","Yes","No","No","","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,"Commercial Bank","Group Savings (Rotational)","Cannot get a loan/credit","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"1205",3025513263201,"2017-11-18T08:46:14-05:00",1,"Yes",NA,10,"A single house occupied by one household",NA,"Yes",NA,2,"Mud bricks (traditional)","","Corrugated iron sheet","","Cement floor","No","No","No","No","No","Yes","No","No","No","","Bore hole","","Do not know","Yes","Yes","No","No","No",NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,"Commercial Bank",NA,"Cannot get a loan/credit","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"1206",3027510960301,"2017-11-16T08:14:51-05:00",1,"Yes",NA,52,"A single house occupied by one household",NA,"Yes",NA,8,"Mud bricks (traditional)","","Wood and mud","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","Well/spring protected","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Shop","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"1207",3027510960403,"2017-11-16T09:55:04-05:00",1,"Yes",NA,58,"A house occupied by multiple households",2,"Yes",NA,5,"Mud bricks (traditional)","","Wood and mud","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","Well/spring protected","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Shop","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"1208",3027510960701,"2017-11-16T10:06:12-05:00",2,"Yes",NA,35,"Multi-storied building with multiple households",8,"Yes",NA,2,"Mud bricks (traditional)","","Corrugated iron sheet","","Cement floor","No","No","No","No","Yes","No","No","No","No","","Well/spring unprotected","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"1209",3027510960702,"2017-11-16T10:48:03-05:00",2,"Yes",NA,25,"Multi-storied building with multiple households",8,"Yes",NA,2,"Mud bricks (traditional)","","Corrugated iron sheet","","Cement tiles","No","No","No","No","Yes","No","No","No","No","","Bore hole","","No","No",NA,NA,NA,NA,NA,"Yes","No","Yes","No","","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 2",0,NA,"Group Savings (One-Time Disbursement)","Relative/Friend/Neighbor","Yes","3-Stone/Open Fire Stove","Wood collected","Yes"
"1210",3027510960801,"2017-11-16T08:27:27-05:00",2,"Yes",NA,59,"Group of enclosed dwellings with multiple households",8,"Yes",NA,2,"Mud bricks (traditional)","","Corrugated iron sheet","","Cement floor","No","No","No","No","Yes","No","No","No","No","","Well/spring unprotected","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 2",0,NA,NA,"Relative/Friend/Neighbor","Yes","3-Stone/Open Fire Stove","Wood collected","Yes"
"1211",3027510960805,"2017-11-16T13:50:05-05:00",1,"Yes",NA,25,"A house occupied by multiple households",8,"Yes",NA,2,"Mud bricks (traditional)","","Corrugated iron sheet","","Cement floor","No","No","No","No","No","Yes","No","No","No","","Well/spring unprotected","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 2",0,NA,NA,"Relative/Friend/Neighbor","Yes","3-Stone/Open Fire Stove","Wood collected","Yes"
"1212",3027510961001,"2017-11-16T16:57:12-05:00",2,"Yes",NA,42,"A house occupied by multiple households",8,"Yes",NA,2,"Mud bricks (traditional)","","Corrugated iron sheet","","Cement floor","No","No","No","No","No","Yes","No","No","No","","Well/spring protected","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 2",0,NA,NA,"Relative/Friend/Neighbor","Yes","3-Stone/Open Fire Stove","Wood collected","Yes"
"1213",3027510961101,"2017-11-17T15:58:02-05:00",1,"Yes",NA,55,"A single house occupied by one household",NA,"Yes",NA,1,"Mud bricks (traditional)","","Corrugated iron sheet","","Cement floor","No","No","No","No","No","Yes","No","No","No","","Well/spring unprotected","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Cannot get a loan/credit","No","3-Stone/Open Fire Stove","Wood purchased","Yes"
"1214",3027510961503,"2017-11-17T09:08:33-05:00",1,"Yes",NA,30,"A house occupied by multiple households",2,"Yes",NA,2,"Blocks, plastered with cement","","Corrugated iron sheet","","Cement floor","No","No","No","No","Yes","No","No","No","No","","Bore hole","","No","Yes","Yes","No","No","No",NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 3",0,"Commercial Bank",NA,"Relative/Friend/Neighbor","Yes","3-Stone/Open Fire Stove","Wood purchased","Yes"
"1215",3027510961602,"2017-11-17T12:00:42-05:00",2,"Yes",NA,20,"A house occupied by multiple households",2,"Yes",NA,3,"Mud bricks (traditional)","","Corrugated iron sheet","","Dirt/Mud/Dung","No","No","No","No","No","Yes","No","No","No","","Bore hole","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Wood purchased","Yes"
"1216",3027510962101,"2017-11-17T12:14:19-05:00",1,"Yes",NA,40,"A single house occupied by one household",NA,"Yes",NA,3,"Blocks, plastered with cement","","Corrugated iron sheet","","Dirt/Mud/Dung","No","No","No","No","Yes","No","No","No","No","","Well/spring unprotected","","No","Yes","Yes","No","No","No",NA,"No",NA,NA,NA,"","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,"Commercial Bank",NA,"Microfinance Instituion","No","Manufactured Stove Traditional","Wood purchased","Yes"
"1217",3027510962501,"2017-11-16T11:45:33-05:00",1,"Yes",NA,7,"A house occupied by multiple households",4,"Yes",NA,5,"Mud bricks (traditional)","","Corrugated iron sheet","","Cement floor","No","No","No","No","No","Yes","No","No","No","","Well/spring protected","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 0",0,NA,NA,"Relative/Friend/Neighbor","No","3-Stone/Open Fire Stove","Wood collected","Yes"
"1218",3027510962504,"2017-11-16T08:23:44-05:00",2,"Yes",NA,6,"A house occupied by multiple households",7,"Yes",NA,4,"Mud bricks (traditional)","","Corrugated iron sheet","","Cement floor","No","No","No","No","Yes","No","No","No","No","","Well/spring unprotected","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 2",0,NA,NA,"Relative/Friend/Neighbor","Yes","3-Stone/Open Fire Stove","Wood collected","Yes"
"1219",3027510962505,"2017-11-16T10:09:16-05:00",3,"Yes",NA,15,"A house occupied by multiple households",5,"Yes",NA,6,"Mud bricks (traditional)","","Corrugated iron sheet","","Cement floor","No","No","No","No","No","Yes","No","No","No","","Well/spring unprotected","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 2",0,NA,NA,"Relative/Friend/Neighbor","Yes","3-Stone/Open Fire Stove","Wood collected","Yes"
"1220",3027514640401,"2017-11-21T06:38:46-05:00",2,"Yes",NA,5,"A single house occupied by one household",NA,"Yes",NA,2,"Blocks, plastered with cement","","Corrugated iron sheet","","Cement floor","No","No","No","No","Yes","No","No","No","No","","Well/spring protected","","No","Yes","Yes","No","No","No",NA,"Yes","Yes","No","No","","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 3",0,"Commercial Bank","Group Savings (Rotational)","Cannot get a loan/credit","Yes","3-Stone/Open Fire Stove","Wood purchased","Yes"
"1221",3027514640401,"2017-11-21T06:38:46-05:00",2,"Yes",NA,5,"A single house occupied by one household",NA,"Yes",NA,2,"Blocks, plastered with cement","","Corrugated iron sheet","","Cement floor","No","No","No","No","Yes","No","No","No","No","","Well/spring protected","","No","Yes","Yes","No","No","No",NA,"Yes","Yes","No","No","","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 3",0,"Commercial Bank","Group Savings (Rotational)","Cannot get a loan/credit","Yes","Electric Stove","Electric","No"
"1222",3027514640701,"2017-11-21T08:27:11-05:00",2,"Yes",NA,30,"A house occupied by multiple households",4,"Yes",NA,6,"Blocks, plastered with cement","","Corrugated iron sheet","","Cement floor","No","No","No","No","Yes","No","No","No","No","","Well/spring protected","","No","No",NA,NA,NA,NA,NA,"No",NA,NA,NA,"","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","Tier 3",0,NA,NA,"Cannot get a loan/credit","Yes","3-Stone/Open Fire Stove","Wood collected","Yes"
